subject,CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std
0,0.0,0.00039988003199198374,0.0
0,0.05,0.0003649302602286797,0.00011052088247508002
0,0.1,0.00039988003199198374,0.0
0,0.15000000000000002,0.0005997560735802931,0.0003884672527927435
0,0.2,0.006960249316292677,0.006145096208400086
0,0.25,0.024556759061385148,0.016547968302195112
0,0.30000000000000004,0.07297702795762243,0.04688235934095384
0,0.35000000000000003,0.09662326297770116,0.08991049685133273
0,0.4,0.23527230124313442,0.19588970951786872
0,0.45,0.3233267281780464,0.2971850312788722
