CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std,smallest_overall_p_mean,smallest_overall_p_std,left_hbo_p_phase_mean,left_hbo_p_phase_std,left_hbo_p_power_mean,left_hbo_p_power_std,left_hbo_p_combined_mean,left_hbo_p_combined_std,left_hbr_p_phase_mean,left_hbr_p_phase_std,left_hbr_p_power_mean,left_hbr_p_power_std,left_hbr_p_combined_mean,left_hbr_p_combined_std,right_hbo_p_phase_mean,right_hbo_p_phase_std,right_hbo_p_power_mean,right_hbo_p_power_std,right_hbo_p_combined_mean,right_hbo_p_combined_std,right_hbr_p_phase_mean,right_hbr_p_phase_std,right_hbr_p_power_mean,right_hbr_p_power_std,right_hbr_p_combined_mean,right_hbr_p_combined_std
0.0,9.981089139887711e-05,0.0,,,0.0001999600079984003,0.0,0.016902514463125854,0.0,0.00039988003199198374,0.0,0.0001999600079984003,0.0,4.9906691038361475e-05,0.0,9.981089139887711e-05,0.0,0.0001999600079984003,0.0,0.4735264567455305,0.0,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0006921108320657818,0.0,0.00039988003199198374,0.0
0.05,0.0002566722789073233,7.947190975385691e-05,,,0.0001999600079984003,0.0,0.011560793531812762,0.004124269633348183,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0001601363197406107,9.784459779212798e-05,0.00027358939363483374,9.64238934111351e-05,0.00022852572342674322,7.557777904603622e-05,0.6406282349762031,0.24815587823984703,0.0004569943268466016,0.00015111022049213484,0.0001999600079984003,0.0,0.0014609179753784824,0.0010899875650264908,0.0003829629172644733,4.475847846974087e-05
0.1,0.00036597322501344794,6.281375409021063e-05,,,0.0001999600079984003,0.0,0.02806332089635306,0.02482224212041281,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0006471962858758633,0.0007814003453644077,0.00036597322501344794,6.281375409021063e-05,0.000285657154283429,0.00015732769295529757,0.5191300079084209,0.2167410333125877,0.0005712114925545052,0.0003145343891335921,0.0001999600079984003,0.0,0.0027038398061974387,0.0020712504706377837,0.00039988003199198374,0.0
0.15000000000000002,0.00039988003199198374,0.0,,,0.0004570514468534865,0.0005966976141492959,0.021028664845559042,0.01770899381881036,0.0009135888136452592,0.0011921976100251423,0.0001999600079984003,0.0,0.000906955838329637,0.0011321083596196446,0.00039988003199198374,0.0,0.001999600079984003,0.003159536864491457,0.447865561397568,0.14044469721027178,0.0039866451824612315,0.006289336643405922,0.0001999600079984003,0.0,0.003995509067066571,0.001499502429456061,0.00039988003199198374,0.0
0.2,0.00034994725370199716,0.00013210971362582954,,,0.0006284457394235438,0.0004230555772945042,0.0521867676972344,0.03947765618456195,0.0012563431267812294,0.0008455369981081211,0.0001999600079984003,0.0,0.0038400961081541097,0.003699039981253197,0.00038886381181383163,2.914617897932212e-05,0.003199360127974405,0.0024652725466782553,0.41581132683962724,0.22158239201941343,0.006383275006095146,0.004911286722697738,0.0001999600079984003,0.0,0.004832440836629498,0.007831121467754823,0.00034994725370199716,0.00013210971362582954
0.25,0.00039988003199198374,0.0,,,0.0014282857714171453,0.0018843992215483605,0.12390707736495847,0.11294810451504006,0.002851487862224159,0.0037584051933372696,0.0001999600079984003,0.0,0.00751870614997568,0.008502901937289918,0.00039988003199198374,0.0,0.015396920615876825,0.017868564752642598,0.5235433332990796,0.24655553449788412,0.030283102690456882,0.03488742009272149,0.0001999600079984003,0.0,0.011638713288006867,0.004635000183719253,0.00039988003199198374,0.0
0.30000000000000004,0.00039988003199198374,0.0,,,0.010312223269631788,0.008845721756355847,0.12062414193996521,0.09322006633767038,0.02045103591045156,0.017466969284022405,0.0001999600079984003,0.0,0.01605435548427704,0.012372733768302854,0.00039988003199198374,0.0,0.01808209786614106,0.029526643301138532,0.5992786930362801,0.24672598162114973,0.03508995689935625,0.056500925794981546,0.0001999600079984003,0.0,0.01856733185154575,0.016929985826121863,0.00039988003199198374,0.0
0.35000000000000003,0.00039988003199198374,0.0,,,0.016710943525580595,0.023973489128130212,0.12487339957140162,0.06504077109049908,0.032650007262523255,0.046131730551968876,0.0001999600079984003,0.0,0.023153819361496224,0.02475363970326769,0.00039988003199198374,0.0,0.05815979661210614,0.058628809543904904,0.5634423884997511,0.16674817714027923,0.10999074216064889,0.1063687419223012,0.00022852572342674322,7.557777904603623e-05,0.04430726485684311,0.04413983586874077,0.0004569943268466016,0.00015111022049213484
0.4,0.0005140971976998873,0.00030219021591776737,,,0.037706744365412624,0.025478717980114206,0.12958474616505103,0.10049098580218159,0.07343526295740647,0.049119911505399155,0.0003999200159968006,0.00028278615524357026,0.04742173227180051,0.09378380057416268,0.000799611551966157,0.0005652895816858709,0.10235095837975262,0.08028632365235305,0.5771238078894688,0.2397942243183663,0.1887011462791568,0.14269815234485309,0.0002570914388550861,0.00015115555809207246,0.038632735838142404,0.031192399972273608,0.0005140971976998873,0.00030219021591776737
0.45,0.0005712114925545052,0.0003145343891335921,,,0.13105950238523725,0.11172026835793901,0.21113789989280257,0.11560147282163025,0.16972406149352143,0.12309764605632481,0.0007427086011369154,0.000830209661905231,0.05241375827940605,0.05057493879585546,0.001484274802136706,0.0016583823581431962,0.21758505441768788,0.20725818427121737,0.5488839166635108,0.1747962029234734,0.32516296034905606,0.23317177257869404,0.0008569714628502871,0.0010499600622440714,0.045860797782014774,0.02486419962597064,0.0017122635974990022,0.002096173715804518
0.5,0.0021123835335198032,0.0012986414530611785,,,0.08292627188847944,0.04677521709821899,0.30657253632890236,0.18781514463012178,0.15710041640656364,0.08437999722958099,0.002942268689119319,0.0031547122205399874,0.07532873346373285,0.059860197889970476,0.005867349968175871,0.006276793817797239,0.35915674008055526,0.29961032845580965,0.5439817212955504,0.12130159656626031,0.4667876614017063,0.2630151378442043,0.0011140629017053732,0.0006617552814730027,0.10552127257888767,0.09015331089160959,0.002226509307216716,0.0013218709410355186
0.55,0.014952519904541764,0.0109600109605857,,,0.2129859742337247,0.18659652644877592,0.16696154915971376,0.12818204692146945,0.21553075655500178,0.15500039040155197,0.014397120575884824,0.004764198434581999,0.07628296313629458,0.05042413717683484,0.02856750899655818,0.009398653585335037,0.26397577627331675,0.1105923126979215,0.5551986484363779,0.16567196947387136,0.4477849195493549,0.15895458908113194,0.01653954923301054,0.01854486304276567,0.11465648865715998,0.12611828286892693,0.031174613275452505,0.035958931217631385
0.6000000000000001,0.050154291396613315,0.03786448881652455,0.044793476758196886,0.011476274793654517,0.34181735081555115,0.20076113784607072,0.21363171736745515,0.10317929718258405,0.32147073215839456,0.18411524347640368,0.07055731710800697,0.04686413476833639,0.11184168135189587,0.06535695816968912,0.125906338601321,0.08940389045535715,0.5262947410517896,0.28123266781133927,0.41166368985713,0.11288794161460627,0.5705412255187842,0.1890156963912163,0.07378524295140972,0.07619945685407323,0.1253195288646019,0.05419040627733067,0.10677414556720581,0.10392402287418141
0.65,0.22153483823540857,0.15031170255268272,0.12158232444242707,0.08938012757165723,0.6759790898963064,0.23394132702090284,0.5029091042049243,0.3154708383552933,0.6122195371586131,0.1858084453159547,0.2774302282400663,0.18204891296996825,0.23988364781349938,0.1577333752182459,0.2664627057281219,0.16731222017436007,0.6828919930299654,0.17642197874262647,0.5959833603731516,0.1786428067851332,0.7604623432629997,0.12431124093475338,0.3465592595766561,0.2174666421770602,0.21881598946423653,0.10504502468519125,0.31292353426751124,0.13998385143552491
0.7000000000000001,0.2521127628218176,0.11037927607334243,0.13717451366350328,0.06316106546572271,0.6588967920701574,0.23377740718704956,0.538141870992117,0.22148156427161045,0.6898286252089495,0.20599827321134512,0.3933784671637101,0.2266682511297989,0.3219332455447237,0.16410302972072358,0.3729491487162182,0.1692984415143525,0.7781872196989175,0.14316427731752487,0.6687987606436695,0.27592787526768275,0.7850646878295213,0.24757020598522486,0.719427543062816,0.21986905228763212,0.25252061363912187,0.21680091094444914,0.3690341608345845,0.21020009781925908
0.75,0.4577224960031111,0.19179897070290197,0.2749970123322903,0.1393659469935689,0.6519267575056418,0.08500438578805851,0.49505382444998997,0.15626246196208543,0.7195812792870957,0.1543267825341661,0.597052018167795,0.27992328668422584,0.34683033914595335,0.18445592664656607,0.5097403093978384,0.210342885421184,0.8080669580369639,0.13510271605937949,0.720355997075281,0.21797685928388247,0.8521954137731929,0.11104122030673078,0.76107635615734,0.1588000348189433,0.3648131716718141,0.16498834875243748,0.5732052743549032,0.21704763350957923
