subject,CONTROL_REPLACEMENT_FRAC,smallest_combined_p,smallest_overall_p,left_hbo_p_phase,left_hbo_p_power,left_hbo_p_combined,left_hbr_p_phase,left_hbr_p_power,left_hbr_p_combined,right_hbo_p_phase,right_hbo_p_power,right_hbo_p_combined,right_hbr_p_phase,right_hbr_p_power,right_hbr_p_combined
2,0.0,0.0004816316992788394,,0.0003999200159968006,0.0012312000254363776,0.0007996800959743089,0.008198360327934412,0.00024084485276101072,0.0004816316992788394,0.11157768446310738,0.0026321227469618307,0.005257317423768448,0.32933413317336535,0.0017028982568200336,0.003402896651166998
2,0.05,0.0023980806718080228,,0.0011997600479904018,0.0012522997544108694,0.0023980806718080228,0.02299540091981604,0.0017547481106513605,0.003506417080370916,0.14177164567086584,0.019716436923556735,0.03904413596215284,0.41711657668466307,0.008668422248493896,0.017261702952709457
2,0.1,0.0022682340529920353,,0.0023995200959808036,0.005092457425170419,0.004793282495270557,0.04559088182363527,0.0210481545446593,0.04165328427958259,0.13817236552689463,0.0035713265651045674,0.007129898756774611,0.5432913417316537,0.0011347608676093694,0.0022682340529920353
2,0.15000000000000002,0.003969785416436333,,0.016596680663867228,0.007105290750354291,0.014160096344061457,0.2573485302939412,0.013781330977745337,0.027372736871972614,0.057788442311537694,0.005177986861416178,0.010329162174895212,0.4943011397720456,0.001986866527517242,0.003969785416436333
2,0.2,0.003212018953100193,,0.04019196160767846,0.05824533801903301,0.0787685294374838,0.07638472305538892,0.0115234911952025,0.022914191541078988,0.6686662667466506,0.008561321008775921,0.017049345800136617,0.9726054789042191,0.001607301185099889,0.003212018953100193
2,0.25,0.0023980806718080228,,0.0011997600479904018,0.01262549828890454,0.0023980806718080228,0.052189562087582485,0.044416069612430435,0.08685935198504446,0.5372925414917017,0.34346193884287834,0.5689577742520475,0.9060187962407519,0.16561766015378407,0.3038061109527539
2,0.30000000000000004,0.10913530445178565,0.05614371033074409,0.060387922415516895,0.08414256235418058,0.11712914365737137,0.4861027794441112,0.11252264135041516,0.21238393788435606,0.8160367926414717,0.19536823061497727,0.3525677156963277,0.9616076784643072,0.05614371033074409,0.10913530445178565
2,0.35000000000000003,0.019576101741302643,,0.0627874425114977,0.1240888051953821,0.12163262208586079,0.5964807038592281,0.19543581537724652,0.35267647282232384,0.5814837032593482,0.01572518456422611,0.031203087698873255,0.8904219156168767,0.00983642853380166,0.019576101741302643
2,0.4,0.21596073079350608,0.11454008040651895,0.1739652069586083,0.11454008040651895,0.21596073079350608,0.7470505898820236,0.30653315359036915,0.5191037329306815,0.3155368926214757,0.13725771267245193,0.2556757456568305,0.47310537892421517,0.11679581949172244,0.21995037553270191
2,0.45,0.09453843140099405,0.048442556332511245,0.1829634073185363,0.048442556332511245,0.09453843140099405,0.7154569086182764,0.21834245935469324,0.3890114891523305,0.9692061587682463,0.23173496350803174,0.40976883370399464,0.30813837232553487,0.14796048954600466,0.27402867262531605
2,0.5,0.030594814801751746,,0.3593281343731254,0.015416237591616467,0.030594814801751746,0.8480303939212157,0.04906677833257595,0.09572600792921382,0.3797240551889622,0.07911106957170043,0.15196357781462244,0.3827234553089382,0.08302782479314921,0.15916202989641648
2,0.55,0.10924091312175577,0.05619965730126784,0.3833233353329334,0.08477879213825128,0.1623701406800817,0.5092981403719257,0.3197043219271034,0.5371977903953378,0.9176164767046591,0.11790762237457914,0.221913037335132,0.6990601879624075,0.05619965730126784,0.10924091312175577
2,0.6000000000000001,0.3338961661057557,0.18384815512415562,0.3723255348930214,0.34274614558515437,0.5680173708568289,0.5954809038192361,0.2595030729744175,0.451664301065669,0.5164967006598681,0.5948578571896206,0.7662245595272068,0.36632673465306936,0.18384815512415562,0.3338961661057557
2,0.65,0.38963845522232954,0.2187436113684123,0.5252949410117976,0.24155593606159675,0.4247626018765993,0.7030593881223756,0.3275173888132876,0.547767137651501,0.9088182363527294,0.23048490103993313,0.4078465124724785,0.871625674865027,0.2187436113684123,0.38963845522232954
2,0.7000000000000001,0.48104992821706216,0.27961810698565037,0.47810437912417514,0.27961810698565037,0.48104992821706216,0.586882623475305,0.5087146823206078,0.7586387366326587,0.8348330333933214,0.49274504108634465,0.7426924066575058,0.7728454309138172,0.4296193713525205,0.6746659384637061
2,0.75,0.6573985036181001,0.4146782966761784,0.8956208758248351,0.4146782966761784,0.6573985036181001,0.7762447510497901,0.6322088376451431,0.8647296608936633,0.9776044791041791,0.7488805824406621,0.936939038124659,0.6980603879224155,0.8569411650103551,0.9088324706584379
