noise_std,subtract_max,scale_max,shift_max,seed,participant,epoch,train_loss,train_acc,val_loss,val_acc
0.001,0.001,0.001,0,42,0,19,0.4176695451465253,0.7285073839662447,2.380568641558741,0.5108499095840868
0.001,0.001,0.001,0,42,0,20,0.42026547518062357,0.7266613924050633,2.135509134205412,0.47272453285111515
0.001,0.001,0.001,0,42,1,1,0.7225793608624866,0.7028971567080913,0.8273098512997092,0.6661760376803062
0.001,0.001,0.001,0,42,1,2,0.39559833419395896,0.8721480512485091,1.0277248289406493,0.6732410950838975
0.001,0.001,0.001,0,42,1,3,0.2856033519956717,0.9065445731214651,1.3480100781186068,0.6261407123932882
0.001,0.001,0.001,0,42,1,4,0.2161047346260754,0.9308222076872764,1.5465102361598508,0.624080070650574
0.001,0.001,0.001,0,42,1,5,0.18679996087754727,0.939440575583856,1.3778338756289992,0.6576390933176333
0.001,0.001,0.001,0,42,1,6,0.16037539454735794,0.9470585972067254,1.6515553185172338,0.6261407123932882
0.001,0.001,0.001,0,42,1,7,0.1387714894618096,0.9522142280020007,1.6542393248476153,0.6485133941713277
0.001,0.001,0.001,0,42,1,8,0.13314584531872514,0.956407987380247,1.621296274299194,0.6732410950838975
0.001,0.001,0.001,0,42,1,9,0.12462199918148126,0.9592936016313339,1.8583081224070348,0.6626435089785104
0.001,0.001,0.001,0,42,1,10,0.12094780573384396,0.96148666846216,1.7900462574701101,0.6561672063585516
0.001,0.001,0.001,0,42,1,11,0.10872774682497596,0.9638721095763918,1.8323883092810047,0.6708860759493671
0.001,0.001,0.001,0,42,1,12,0.12438927735689158,0.9614097187487977,1.6561039972936304,0.6340889019723285
0.001,0.001,0.001,0,42,1,13,0.10195369011703549,0.96779654495787,1.7477319446594002,0.6776567559611422
0.001,0.001,0.001,0,42,1,14,0.10047502473540935,0.9676426455311454,2.0638994472232928,0.6146599941124522
0.001,0.001,0.001,0,42,1,15,0.10126377827223747,0.9687199415182178,1.9315741731165499,0.655578451574919
0.001,0.001,0.001,0,42,1,16,0.08433817609857454,0.9735677734600439,2.1626257112311142,0.6479246393876951
0.001,0.001,0.001,0,42,1,17,0.09416707074494322,0.9705667346389135,2.0613371071368425,0.6482190167795113
0.001,0.001,0.001,0,42,1,18,0.09061551236406959,0.9716440306259859,1.7701443846705969,0.6649985281130409
0.001,0.001,0.001,0,42,1,19,0.08124653023208547,0.9730291254665077,2.1328863113738725,0.6505740359140418
0.001,0.001,0.001,0,42,1,20,0.0836536429151768,0.9723750529029279,2.1206057035002797,0.6508684133058581
0.001,0.001,0.001,0,42,2,1,0.6639189328781538,0.7378727380851244,1.534711701471105,0.4952104002736914
0.001,0.001,0.001,0,42,2,2,0.35814544933491016,0.8865856766629853,1.8816533210523887,0.5106055422511119
0.001,0.001,0.001,0,42,2,3,0.24257855418990093,0.9211197009599864,2.3037210810378963,0.4934998289428669
0.001,0.001,0.001,0,42,2,4,0.19970080451350702,0.9351796788718035,2.6952569471312775,0.5006842285323297
0.001,0.001,0.001,0,42,2,5,0.16408366560442264,0.9454167020643955,2.8819390518157166,0.49264454327745466
0.001,0.001,0.001,0,42,2,6,0.14044410087691675,0.9548891343131425,2.8777536344195114,0.5008552856654123
0.001,0.001,0.001,0,42,2,7,0.13021355855327962,0.955993543454252,3.364131394705776,0.49846048580225794
0.001,0.001,0.001,0,42,2,8,0.11216342986931878,0.961855407357064,3.4960132324291484,0.4979473144030106
0.001,0.001,0.001,0,42,2,9,0.10732748493593824,0.964021748364625,3.4371269668453714,0.47160451590831337
0.001,0.001,0.001,0,42,2,10,0.10174976984666688,0.9656358848016311,3.506858802612092,0.4755388299692097
0.001,0.001,0.001,0,42,2,11,0.09463763405184097,0.9687792031263274,3.7104939515901565,0.44731440301060554
0.001,0.001,0.001,0,42,2,12,0.09057441156697901,0.970648203211282,3.5585314872026412,0.48990762914813546
0.001,0.001,0.001,0,42,2,13,0.08254618685233336,0.972814544218843,4.030503391391254,0.47365720150530277
0.001,0.001,0.001,0,42,2,14,0.0860340913467944,0.9726871123948687,3.6734688865603786,0.4907629148135477
0.001,0.001,0.001,0,42,2,15,0.0784158158155128,0.9738764760852944,3.910833074267228,0.4972630858706808
0.001,0.001,0.001,0,42,2,16,0.08213354803233844,0.9723048169229462,3.827287500282312,0.5020526855969893
0.001,0.001,0.001,0,42,2,17,0.07421082447347216,0.9751932715996942,3.915434065043258,0.488197057817311
0.001,0.001,0.001,0,42,2,18,0.07077063044986333,0.9762976807408037,4.410977941125227,0.45501197399931576
0.001,0.001,0.001,0,42,2,19,0.07423260181581455,0.9761702489168295,4.150126359594513,0.4825521724255901
0.001,0.001,0.001,0,42,2,20,0.07528595605102562,0.9751932715996942,4.089052935905815,0.4750256585699624
0.001,0.001,0.001,0,42,3,1,0.8247757793773682,0.6273243125272807,0.8874987633039128,0.6231861685705464
0.001,0.001,0.001,0,42,3,2,0.5570384185447385,0.7766914011348756,1.0203235235919772,0.6591540598950293
0.001,0.001,0.001,0,42,3,3,0.4004232106277486,0.8725010912265386,1.1724519037249677,0.6694967582587218
0.001,0.001,0.001,0,42,3,4,0.3280501708121656,0.8982103884766478,1.224456423797247,0.6838530410620562
0.001,0.001,0.001,0,42,3,5,0.28790390258504545,0.9099519860323003,1.425607129839439,0.6556035813522693
0.001,0.001,0.001,0,42,3,6,0.2779133198863291,0.916542994325622,1.3179316004268382,0.6753627662858908
0.001,0.001,0.001,0,42,3,7,0.24103020652315596,0.9295504146660847,1.487389634594243,0.6664093856128435
0.001,0.001,0.001,0,42,3,8,0.24991385379845998,0.9276735050196421,1.5313587087364973,0.6528249459709787
0.001,0.001,0.001,0,42,3,9,0.2297550632157788,0.9350501964207769,1.4787055350174163,0.66548317381908
0.001,0.001,0.001,0,42,3,10,0.21955082799632805,0.936534264513313,1.4537901732531198,0.6461870947823403
0.001,0.001,0.001,0,42,3,11,0.22148112171162482,0.936796158882584,1.4774290952703841,0.6383142945353504
0.001,0.001,0.001,0,42,3,12,0.2118967321009055,0.940986468790921,1.4858802108576579,0.6359987650509417
0.001,0.001,0.001,0,42,3,13,0.18393610071168098,0.9495416848537757,1.4144701003659126,0.6576103735720902
0.001,0.001,0.001,0,42,3,14,0.1969207352507796,0.9445656918376255,1.4949672190002654,0.6523618400740969
0.001,0.001,0.001,0,42,3,15,0.17076247863403213,0.9520733304233959,1.6251673688965425,0.6698054955233097
0.001,0.001,0.001,0,42,3,16,0.17947846693549807,0.9505892623308599,1.8875979546387947,0.6200987959246681
0.001,0.001,0.001,0,42,3,17,0.17567287244387247,0.9515058926233086,1.8950954475076354,0.6406298240197592
0.001,0.001,0.001,0,42,3,18,0.16355811309399484,0.9532082060235705,1.7481241303781585,0.6204075331892559
0.001,0.001,0.001,0,42,3,19,0.15188168378693992,0.958271497162811,2.1352336518460184,0.6299783883914789
0.001,0.001,0.001,0,42,3,20,0.13959067037620954,0.9630728939327804,1.9329675888247597,0.6434084594010497
0.001,0.001,0.001,0,42,4,1,0.8709091959147013,0.5950261663013822,0.8161756017946991,0.6249466647703029
0.001,0.001,0.001,0,42,4,2,0.7155481382831881,0.6714228205931029,0.7973845821536802,0.6121462096430095
0.001,0.001,0.001,0,42,4,3,0.6126160095033617,0.7008095898376347,0.8465684671762945,0.6122884369222017
0.001,0.001,0.001,0,42,4,4,0.5607078647207754,0.7108735519076799,0.8852222946355505,0.6128573460389702
0.001,0.001,0.001,0,42,4,5,0.5226448845174437,0.7196851098090083,0.9364879264947557,0.6189731190442327
0.001,0.001,0.001,0,42,4,6,0.49445902740837516,0.7263496891353939,0.9685044385134631,0.5731759351443607
0.001,0.001,0.001,0,42,4,7,0.47268233685511174,0.7318065930133739,0.9799674359092809,0.6211065282321149
0.001,0.001,0.001,0,42,4,8,0.4568482921565214,0.7526054479581339,0.9896068369670102,0.7344616697482577
0.001,0.001,0.001,0,42,4,9,0.4109964182131906,0.8445229681978799,0.8759641278603477,0.766178353008107
0.001,0.001,0.001,0,42,4,10,0.3388425943041741,0.8826765666234289,0.9628991492665099,0.769165125871142
0.001,0.001,0.001,0,42,4,11,0.28494968214673605,0.9076799212774522,0.8946740821837349,0.7707296259422557
0.001,0.001,0.001,0,42,4,12,0.24179391239348147,0.9244531913941942,0.9047901189067832,0.7714407623382165
0.001,0.001,0.001,0,42,4,13,0.2082785341824348,0.9362615735563805,0.8274185840634394,0.8109799459536339
0.001,0.001,0.001,0,42,4,14,0.19360378565947484,0.9416737487140493,0.847926089279841,0.7939126724505761
0.001,0.001,0.001,0,42,4,15,0.16717269885709368,0.9484725142013687,0.8096318560114781,0.8065709002986773
0.001,0.001,0.001,0,42,4,16,0.14759870978038878,0.9548687212058863,1.0281623150176966,0.7892191722372351
0.001,0.001,0.001,0,42,4,17,0.1553761787075557,0.9544661627230845,0.9660498552207688,0.7889347176788508
0.001,0.001,0.001,0,42,4,18,0.14422923718033534,0.9563447689761596,1.0458342464625636,0.7627648983074954
0.001,0.001,0.001,0,42,4,19,0.1280267308183911,0.9612201994900926,0.9244609458683012,0.8004551272934148
0.001,0.001,0.001,0,42,4,20,0.12944175867949423,0.9615333005322718,1.240627453846971,0.7503911250177784
0.001,0.001,0.001,1,42,0,1,0.7801455347556437,0.6340981012658228,1.0484420884223211,0.5676612417118746
0.001,0.001,0.001,1,42,0,2,0.6075795275144772,0.6811708860759493,1.1914750720953065,0.5464135021097046
0.001,0.001,0.001,1,42,0,3,0.5287333211420122,0.701432841068917,1.316234864669528,0.5675105485232067
0.001,0.001,0.001,1,42,0,4,0.48787426711721593,0.7057841068917018,1.4361143297745411,0.5664556962025317
0.001,0.001,0.001,1,42,0,5,0.46605224152909047,0.7187939521800282,1.6259579337827947,0.5176311030741411
0.001,0.001,0.001,1,42,0,6,0.45792215580511025,0.7219585091420534,1.6982343748914703,0.5741410488245932
0.001,0.001,0.001,1,42,0,7,0.4494445382626583,0.7186181434599156,2.078751855835093,0.530741410488246
0.001,0.001,0.001,1,42,0,8,0.44007307839083437,0.721123417721519,1.887619786947037,0.49713682941531046
0.001,0.001,0.001,1,42,0,9,0.43436655848065675,0.721123417721519,1.6651926195899316,0.5761000602772754
0.001,0.001,0.001,1,42,0,10,0.4287650869575063,0.7202004219409283,2.0541348327596847,0.5551537070524413
0.001,0.001,0.001,1,42,0,11,0.42629983735633636,0.7270130098452883,2.1746539300851606,0.5500301386377335
0.001,0.001,0.001,1,42,0,12,0.42561927790925136,0.723848452883263,2.123366095876375,0.5381253767329717
0.001,0.001,0.001,1,42,0,13,0.4199197501646232,0.7249472573839663,1.967080539024916,0.49171187462326704
0.001,0.001,0.001,1,42,0,14,0.4183770562672749,0.7291227144866386,2.1646132753326066,0.46624472573839665
0.001,0.001,0.001,1,42,0,15,0.4179185564864202,0.7269690576652602,2.2218573817055876,0.5544002411091019
0.001,0.001,0.001,1,42,0,16,0.41497754634118283,0.7236726441631505,2.1377331929845114,0.5527426160337553
0.001,0.001,0.001,1,42,0,17,0.4123286107966333,0.7293424753867792,2.268115185515293,0.5525919228450874
0.001,0.001,0.001,1,42,0,18,0.4117357960041565,0.7254307313642757,2.1142551785011032,0.45207956600361665
0.001,0.001,0.001,1,42,0,19,0.41349705550741045,0.7285513361462729,2.1961117677674493,0.5331525015069319
0.001,0.001,0.001,1,42,0,20,0.4111732333039265,0.727936005625879,2.0748255084797282,0.4680530440024111
0.001,0.001,0.001,1,42,1,1,0.8225328572087848,0.5977838482551653,0.9045204198602581,0.5593170444509862
0.001,0.001,0.001,1,42,1,2,0.6565780286919015,0.6693855565388019,0.935056897184587,0.5799234618781277
0.001,0.001,0.001,1,42,1,3,0.5601329257769315,0.7047054749721058,1.164849471696728,0.5437150426847218
0.001,0.001,0.001,1,42,1,4,0.4616503992381418,0.8145511907968143,1.5481635305481094,0.5231086252575802
0.001,0.001,0.001,1,42,1,5,0.35916246161358456,0.8819591397022046,2.1895859892254443,0.5513688548719459
0.001,0.001,0.001,1,42,1,6,0.30510651082491885,0.9018121657496826,1.86610340849903,0.5466588166028848
0.001,0.001,0.001,1,42,1,7,0.2802876823330103,0.9101996845061752,2.5292620149111795,0.557256402708272
0.001,0.001,0.001,1,42,1,8,0.24989859518525848,0.9213958678003924,2.31853981946439,0.59729172799529
0.001,0.001,0.001,1,42,1,9,0.23540558914181076,0.9272055711592474,2.437459701686007,0.5958198410362084
0.001,0.001,0.001,1,42,1,10,0.21671353817157507,0.9322842522411604,2.4747080068585943,0.613482484545187
0.001,0.001,0.001,1,42,1,11,0.21425760538733243,0.9345927436420299,2.2725404576798156,0.5728584044745364
0.001,0.001,0.001,1,42,1,12,0.18799203910889004,0.9424416144049863,2.237164148349948,0.5722696496909038
0.001,0.001,0.001,1,42,1,13,0.18741169513455214,0.9417105921280443,2.375709275555389,0.5654989696791286
0.001,0.001,0.001,1,42,1,14,0.17642429288477995,0.9462506252164211,2.454053154200412,0.568737120989108
0.001,0.001,0.001,1,42,1,15,0.16348899466264982,0.950098110884537,2.179781567843983,0.5978804827789226
0.001,0.001,0.001,1,42,1,16,0.15256983362765197,0.9537147474125659,2.192010183569564,0.5884604062408008
0.001,0.001,0.001,1,42,1,17,0.13873033932769616,0.9571005348005078,2.091621555431017,0.5996467471298205
0.001,0.001,0.001,1,42,1,18,0.1428322681193193,0.9559462891000731,1.9318982656984263,0.6034736532234325
0.001,0.001,0.001,1,42,1,19,0.12492671751968216,0.9613712438921165,2.024835972729791,0.6190756549896967
0.001,0.001,0.001,1,42,1,20,0.11878745269851183,0.9626793890192759,1.890080677979665,0.6081836914924934
0.001,0.001,0.001,1,42,2,1,0.7767660561013815,0.6355449834338629,1.4063432716850217,0.46288060212110843
0.001,0.001,0.001,1,42,2,2,0.5888067136723024,0.6843513720159714,1.5403228061343153,0.46818337324666437
0.001,0.001,0.001,1,42,2,3,0.5259948502819365,0.6975193271599694,2.088149864900777,0.45278823126924395
0.001,0.001,0.001,1,42,2,4,0.4859998153957613,0.7388072381276017,2.0819493137424914,0.4924734861443722
0.001,0.001,0.001,1,42,2,5,0.3631887042793844,0.8896865177130235,2.262467833689892,0.5183031132398221
0.001,0.001,0.001,1,42,2,6,0.2826328663367953,0.9190807917763997,1.9910379345138474,0.5292507697570988
0.001,0.001,0.001,1,42,2,7,0.232327982035158,0.9328434287656104,2.1860227507287067,0.5258296270954499
0.001,0.001,0.001,1,42,2,8,0.22745196387094524,0.9340752697306941,2.2786183633098873,0.5206979131029764
0.001,0.001,0.001,1,42,2,9,0.2086760256761941,0.9398521790841899,2.385319457974558,0.5227505986999658
0.001,0.001,0.001,1,42,2,10,0.19481663543817374,0.9448644974938408,2.1878274231524633,0.5362641122134792
0.001,0.001,0.001,1,42,2,11,0.18898247907109253,0.9463512021068728,2.228595105234662,0.5325008552856654
0.001,0.001,0.001,1,42,2,12,0.1789967341663585,0.9500042477274658,2.5504309141347608,0.5425932261375299
0.001,0.001,0.001,1,42,2,13,0.16509275191641787,0.9533599524254524,2.572570036609969,0.5090660280533699
0.001,0.001,0.001,1,42,2,14,0.17415127744191658,0.9520856341857107,2.3893596089712377,0.5348956551488198
0.001,0.001,0.001,1,42,2,15,0.1506664397448324,0.9577775889898904,2.469741910224155,0.5396852548751283
0.001,0.001,0.001,1,42,2,16,0.1401090748837877,0.9600288845467675,2.8516113143551265,0.5273691412931919
0.001,0.001,0.001,1,42,2,17,0.12436248762048062,0.9657208393509472,2.6313816479987455,0.5364351693465618
0.001,0.001,0.001,1,42,2,18,0.12129027530074338,0.9664854302947923,2.655633431985806,0.5114608279165241
0.001,0.001,0.001,1,42,2,19,0.11074781995304654,0.9673349757879535,2.5766828839787896,0.5379746835443038
0.001,0.001,0.001,1,42,2,20,0.12055272815498871,0.9651261575057344,2.2370705941798414,0.5436195689360246
0.001,0.001,0.001,1,42,3,1,0.7842797924159969,0.6356612832824095,1.167133489879571,0.6373880827415869
0.001,0.001,0.001,1,42,3,2,0.49477005156040815,0.841728502837189,1.1134682842733021,0.6474220438406916
0.001,0.001,0.001,1,42,3,3,0.34684552129200324,0.8916630292448713,1.209354953206075,0.6619326952763198
0.001,0.001,0.001,1,42,3,4,0.27946473214855,0.9148406809253601,1.2309692830080814,0.6441803025625193
0.001,0.001,0.001,1,42,3,5,0.24454898274670725,0.925927542557835,1.427198816544982,0.6535967891324483
0.001,0.001,0.001,1,42,3,6,0.213447293602109,0.93828022697512,1.4020318423249616,0.6548317381907997
0.001,0.001,0.001,1,42,3,7,0.1893125212502136,0.9443474465298997,1.4227150966807671,0.6699598641556036
0.001,0.001,0.001,1,42,3,8,0.17268754495791555,0.9504146660846792,1.6627184256176484,0.6569928990429145
0.001,0.001,0.001,1,42,3,9,0.15720320506153904,0.9542994325622,1.5419859011955241,0.6670268601420192
0.001,0.001,0.001,1,42,3,10,0.15359294235199,0.9553906591008293,1.6485555603571596,0.6543686322939178
0.001,0.001,0.001,1,42,3,11,0.13212796822808184,0.9611523352247927,1.5681105832952154,0.6457239888854585
0.001,0.001,0.001,1,42,3,12,0.12456664965589238,0.9633347883020515,1.5518161812651086,0.6798394566224143
0.001,0.001,0.001,1,42,3,13,0.11346266403296716,0.9643823657791357,1.611657428984407,0.6989811670268602
0.001,0.001,0.001,1,42,3,14,0.11841250464030745,0.9644696639022261,1.5633689709290315,0.6759802408150664
0.001,0.001,0.001,1,42,3,15,0.10067365182972615,0.9698821475338281,1.6859255747350217,0.6929607903673973
0.001,0.001,0.001,1,42,3,16,0.09909492317531851,0.9700130947184635,1.9866218220572787,0.6494288360605125
0.001,0.001,0.001,1,42,3,17,0.08801435873344124,0.9738105630728939,1.819130248356281,0.6696511268910157
0.001,0.001,0.001,1,42,3,18,0.0876962084836188,0.9737669140113487,1.931592012785602,0.6502006792219821
0.001,0.001,0.001,1,42,3,19,0.08927265273806298,0.9732867743343518,1.696666275710687,0.6986724297622723
0.001,0.001,0.001,1,42,3,20,0.08456899882751566,0.9738105630728939,1.7237897667619322,0.7019141710404446
0.001,0.001,0.001,1,42,4,1,0.8371662917608288,0.6056716017354743,0.7846430826705951,0.637462665339212
0.001,0.001,0.001,1,42,4,2,0.6454857316091587,0.6745538310148946,0.8238632614599694,0.5866875266676148
0.001,0.001,0.001,1,42,4,3,0.5522343515203395,0.7035380417766248,0.9398996778867811,0.5990612999573318
0.001,0.001,0.001,1,42,4,4,0.4577134771525564,0.8048038645614349,0.7486349424439208,0.7934859906129996
0.001,0.001,0.001,1,42,4,5,0.3401143166136645,0.8781589658719864,0.7252250808002243,0.8017351728061443
0.001,0.001,0.001,1,42,4,6,0.28603704603423147,0.9006575121885763,0.7772881733784761,0.7863746266533921
0.001,0.001,0.001,1,42,4,7,0.25182843873889743,0.9100058147336405,0.8349490551765578,0.7907836723083488
0.001,0.001,0.001,1,42,4,8,0.21595000064670913,0.9243190052332603,0.9874333617352085,0.7752808988764045
0.001,0.001,0.001,1,42,4,9,0.19079965074181846,0.9363063022766919,1.0637641352093334,0.7693073531503343
0.001,0.001,0.001,1,42,4,10,0.17469033071390602,0.9399740573422194,0.9598641613795834,0.7959038543592661
0.001,0.001,0.001,1,42,4,11,0.15548801221782935,0.9482488705998121,1.0457247965059895,0.781396671881667
0.001,0.001,0.001,1,42,4,12,0.1522801937428347,0.9509773225388022,1.1638910466334504,0.7529512160432371
0.001,0.001,0.001,1,42,4,13,0.13516051287879835,0.956255311535537,1.1826995366625526,0.7637604892618404
0.001,0.001,0.001,1,42,4,14,0.13147128564195837,0.9588048485932817,1.106311578928362,0.7704451713838715
0.001,0.001,0.001,1,42,4,15,0.11918805869913632,0.9613991143713378,1.0815118175346283,0.7650405347745698
0.001,0.001,0.001,1,42,4,16,0.11798212123204041,0.9639486514290826,1.098909666833375,0.750960034134547
0.001,0.001,0.001,1,42,4,17,0.1136615973297711,0.9623831462181867,1.0853593765759741,0.7626226710283033
0.001,0.001,0.001,1,42,4,18,0.09954248216403003,0.9681084224180346,1.1230732845214983,0.7695918077087185
0.001,0.001,0.001,1,42,4,19,0.09897337164820645,0.9686451670617704,1.04471113426956,0.7698762622671028
0.001,0.001,0.001,1,42,4,20,0.08951260059651607,0.9717761774835622,1.1733261140575315,0.7752808988764045
0.001,0.001,0.01,0,42,0,1,0.7854154315133973,0.6221870604781997,1.141661853101183,0.5171790235081374
0.001,0.001,0.01,0,42,0,2,0.6053374362834395,0.6839398734177216,1.3105555739794925,0.46820373719107894
0.001,0.001,0.01,0,42,0,3,0.5237208282844846,0.6958069620253164,1.7087437058537929,0.504671488848704
0.001,0.001,0.01,0,42,0,4,0.4881013575495966,0.7128164556962026,1.5904597167392733,0.522453285111513
0.001,0.001,0.01,0,42,0,5,0.4624211325895686,0.7253428270042194,1.7106485291052387,0.5057263411693791
0.001,0.001,0.01,0,42,0,6,0.43757277557367014,0.7708333333333334,1.733878011142441,0.624924653405666
0.001,0.001,0.01,0,42,0,7,0.3430684889115278,0.8618582981715893,1.4359599529319813,0.6583785412899337
0.001,0.001,0.01,0,42,0,8,0.2564960045926011,0.9060741912798875,1.8402041260331572,0.6142254370102471
0.001,0.001,0.01,0,42,0,9,0.22135726396654604,0.9222925457102672,1.6819655874556279,0.6161844484629295
0.001,0.001,0.01,0,42,0,10,0.1787919940413192,0.9379834739803095,1.911885655894056,0.6264315852923448
0.001,0.001,0.01,0,42,0,11,0.15757135358857155,0.9477848101265823,2.127866360770242,0.6060880048221821
0.001,0.001,0.01,0,42,0,12,0.1412239886919212,0.9507735583684951,1.9837828661042034,0.6399939722724532
0.001,0.001,0.01,0,42,0,13,0.13237472166750663,0.9568389592123769,2.216436698786199,0.6179927667269439
0.001,0.001,0.01,0,42,0,14,0.11968723354746853,0.9607946554149086,2.146244282331239,0.6213080168776371
0.001,0.001,0.01,0,42,0,15,0.11855873384104607,0.9607946554149086,2.1287061066322943,0.6327606992163954
0.001,0.001,0.01,0,42,0,16,0.11149349020924694,0.9630801687763713,2.145268286155992,0.6396925858951176
0.001,0.001,0.01,0,42,0,17,0.09628209374923129,0.9692774261603375,2.2360752657079503,0.6267329716696806
0.001,0.001,0.01,0,42,0,18,0.11764870876039978,0.9651019690576652,1.9361377256905443,0.6372814948764316
0.001,0.001,0.01,0,42,0,19,0.09353267333707536,0.9692774261603375,2.272225948484737,0.6326100060277275
0.001,0.001,0.01,0,42,0,20,0.09441147614392431,0.9708597046413502,2.6126033201036507,0.5910186859553949
0.001,0.001,0.01,0,42,1,1,0.7076841300624803,0.7292139586780039,1.072050679649435,0.6290844863114513
0.001,0.001,0.01,0,42,1,2,0.4530898930906887,0.8450232772882921,1.0934943572664948,0.6387989402413895
0.001,0.001,0.01,0,42,1,3,0.32919830071692663,0.8880766419145089,1.206300882072634,0.6299676184869002
0.001,0.001,0.01,0,42,1,4,0.2677541889015504,0.9085067908122042,1.3611246592088029,0.6105387106270238
0.001,0.001,0.01,0,42,1,5,0.23425352419372347,0.9221653649340156,1.4907758954428805,0.6190756549896967
0.001,0.001,0.01,0,42,1,6,0.20802751572736802,0.9300527105536532,1.5973489259051372,0.6349720341477775
0.001,0.001,0.01,0,42,1,7,0.18733691930401655,0.9374014081797545,1.6799003512691515,0.632617015013247
0.001,0.001,0.01,0,42,1,8,0.16956734665658071,0.9437112846754646,1.8395168029214921,0.6246688254342067
0.001,0.001,0.01,0,42,1,9,0.16255954877106812,0.9462121503597399,1.8336101408520358,0.6337945245805122
0.001,0.001,0.01,0,42,1,10,0.15619162261213154,0.950098110884537,1.7265740948931274,0.6546953193994701
0.001,0.001,0.01,0,42,1,11,0.14946814881095402,0.9507137085914354,1.6391920963801774,0.617309390638799
0.001,0.001,0.01,0,42,1,12,0.12872204822243213,0.9575622330806818,2.1219256679684557,0.6031792758316161
0.001,0.001,0.01,0,42,1,13,0.13635490038120618,0.9553691662498557,1.9637305919557464,0.6405652045922873
0.001,0.001,0.01,0,42,1,14,0.11709126834621283,0.961255819322073,1.892725070202896,0.6299676184869002
0.001,0.001,0.01,0,42,1,15,0.10270224965205534,0.9655650032703628,2.4105200562935925,0.6282013541360023
0.001,0.001,0.01,0,42,1,16,0.106182047084053,0.9646800815666962,2.134915889248752,0.6393876950250221
0.001,0.001,0.01,0,42,1,17,0.1022245660627761,0.9663345004039859,2.3625100650014463,0.6243744480423904
0.001,0.001,0.01,0,42,1,18,0.10141069406745919,0.9663345004039859,2.0079320124000932,0.5740359140418015
0.001,0.001,0.01,0,42,1,19,0.0990294181825228,0.9669116232542033,2.449907938627077,0.6290844863114513
0.001,0.001,0.01,0,42,1,20,0.09860098657336312,0.9675656958177831,2.4091603720293637,0.6264350897851045
0.001,0.001,0.01,0,42,2,1,0.8113787464323409,0.6130320278650921,1.1512396971615788,0.5400273691412932
0.001,0.001,0.01,0,42,2,2,0.6444748684000557,0.6758559170843599,1.3974938785177446,0.5111187136503592
0.001,0.001,0.01,0,42,2,3,0.5535639936846405,0.6985387817517628,1.652576016252615,0.5188162846390695
0.001,0.001,0.01,0,42,2,4,0.5062944709662218,0.7135757369807153,1.727801472719681,0.45911734519329456
0.001,0.001,0.01,0,42,2,5,0.47668097133963994,0.7161243734601987,2.046233247959202,0.5035921997947315
0.001,0.001,0.01,0,42,2,6,0.4571079812274896,0.7289100331322742,1.9565385664742168,0.523947998631543
0.001,0.001,0.01,0,42,2,7,0.3707463451102661,0.8538356979016226,2.0075792751271497,0.5006842285323297
0.001,0.001,0.01,0,42,2,8,0.2794627766838172,0.9180188599099481,2.5601602674366633,0.5201847417037291
0.001,0.001,0.01,0,42,2,9,0.2588270372427793,0.9247727465805794,2.4302571593461435,0.5371193978788915
0.001,0.001,0.01,0,42,2,10,0.21838940687147815,0.9372185880553904,3.2217304766627146,0.5181320561067396
