seed,test_idx,hbr_multiplier,hbr_shift,window_length,add_hbr,accuracy
43,3,3,3,20,True,0.67971053336907
43,3,3,3,20,False,0.57357276869472
43,3,3,3,30,True,0.657934357121349
43,3,3,3,30,False,0.5953026196928636
43,3,5,0,15,True,0.5372205284552846
43,3,5,0,15,False,0.546875
43,3,5,0,20,True,0.6794425087108014
43,3,5,0,20,False,0.6468775127311712
43,3,5,0,30,True,0.6857874134296899
43,3,5,0,30,False,0.6656127672387835
43,3,5,1,15,True,0.6465955284552846
43,3,5,1,15,False,0.5627540650406504
43,3,5,1,20,True,0.6529080675422139
43,3,5,1,20,False,0.6200750469043153
43,3,5,1,30,True,0.6576332429990966
43,3,5,1,30,False,0.6446853357422463
43,3,5,2,15,True,0.5417936991869918
43,3,5,2,15,False,0.508765243902439
43,3,5,2,20,True,0.6472795497185742
43,3,5,2,20,False,0.5659340659340659
43,3,5,2,30,True,0.662451068955134
43,3,5,2,30,False,0.6278229448961157
43,3,5,3,15,True,0.5275660569105691
43,3,5,3,15,False,0.5013973577235772
43,3,5,3,20,True,0.67971053336907
43,3,5,3,20,False,0.5892522112034307
43,3,5,3,30,True,0.657934357121349
43,3,5,3,30,False,0.6294790725685034
43,4,1,0,15,True,0.7179307116104869
43,4,1,0,15,False,0.7165262172284644
43,4,1,0,20,True,0.7484874675885912
43,4,1,0,20,False,0.7836769971601433
43,4,1,0,30,True,0.7425440421695103
43,4,1,0,30,False,0.761825495907893
43,4,1,1,15,True,0.6871488764044944
43,4,1,1,15,False,0.6420880149812734
43,4,1,1,20,True,0.7498456599580196
43,4,1,1,20,False,0.7677491048277565
43,4,1,1,30,True,0.6942710500762935
43,4,1,1,30,False,0.7725065889859898
43,4,1,2,15,True,0.6441947565543071
