subject,CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std
0,0.0,0.00039988003199198374,0.0
0,0.05,0.0003610586231918789,0.00012276407378483575
0,0.1,0.0003730269368100725,8.491694300013311e-05
0,0.15000000000000002,0.00039988003199198374,0.0
0,0.2,0.002351419712841851,0.002422119810939685
0,0.25,0.012513734547796173,0.009483802289882243
0,0.30000000000000004,0.046114678592099854,0.02985649076788823
0,0.35000000000000003,0.05556532954927953,0.04921350960092387
0,0.4,0.22978253741152832,0.1606224491463742
0,0.45,0.34626394703217017,0.2791785887913778
