beta,means,logvar,window_length,window_buffer,latent_dim,score
0.8741722139252526,3.1939631788866647,-0.07202423275437964,32,1.312037280884873,95,0.0
1.5563722348762936,2.148495848888247,-0.6394686242514136,80,1.8819343734253582,86,0.0
0.42356910908276546,1.2038692897541527,-0.037248704777541164,88,2.2676375390449204,72,0.0
