subject,CONTROL_REPLACEMENT_FRAC,seed,smallest_combined_p,smallest_overall_p,left_hbo_p_phase,left_hbo_p_power,left_hbo_p_combined,left_hbr_p_phase,left_hbr_p_power,left_hbr_p_combined,right_hbo_p_phase,right_hbo_p_power,right_hbo_p_combined,right_hbr_p_phase,right_hbr_p_power,right_hbr_p_combined
0,0.0,0,0.00039988003199198374,,0.0001999600079984003,0.008478195501704977,0.00039988003199198374,0.0001999600079984003,0.010849635991313536,0.00039988003199198374,0.0001999600079984003,0.04816730314056452,0.00039988003199198374,0.0001999600079984003,0.001713323212777747,0.00039988003199198374
0,0.0,1,0.00039988003199198374,,0.0001999600079984003,0.04292378232200297,0.00039988003199198374,0.0001999600079984003,0.012621182835200027,0.00039988003199198374,0.0001999600079984003,0.01030227401448864,0.00039988003199198374,0.0001999600079984003,0.001988007326451541,0.00039988003199198374
0,0.05,0,0.00039988003199198374,,0.0001999600079984003,0.03256843823157079,0.00039988003199198374,0.0001999600079984003,0.007820216612121825,0.00039988003199198374,0.0001999600079984003,0.013641591184692227,0.00039988003199198374,0.0001999600079984003,0.0010638123380895955,0.00039988003199198374
0,0.05,1,0.00039988003199198374,,0.0001999600079984003,0.020292458187846026,0.00039988003199198374,0.0001999600079984003,0.01181247136678337,0.00039988003199198374,0.0001999600079984003,0.029470375888210117,0.00039988003199198374,0.0001999600079984003,0.0028178510822124444,0.00039988003199198374
0,0.1,0,0.00039988003199198374,,0.0005998800239952009,0.07766913903743793,0.0011994001919473085,0.0001999600079984003,0.029597429261607612,0.00039988003199198374,0.0001999600079984003,0.08668054995015419,0.00039988003199198374,0.0001999600079984003,0.0060925090630500715,0.00039988003199198374
0,0.1,1,0.00039988003199198374,,0.0023995200959808036,0.035522852660864704,0.004793282495270557,0.0001999600079984003,0.041484399876864766,0.00039988003199198374,0.0001999600079984003,0.08658537206965639,0.00039988003199198374,0.0001999600079984003,0.006952935360842171,0.00039988003199198374
0,0.15000000000000002,0,0.00039988003199198374,,0.004199160167966407,0.03484724792424366,0.008380687389816566,0.0001999600079984003,0.04282479552484246,0.00039988003199198374,0.0005998800239952009,0.1942933040261511,0.0011994001919473085,0.0001999600079984003,0.02591665312151923,0.00039988003199198374
0,0.15000000000000002,1,0.0015990403199104275,,0.008598280343931213,0.08695256981513541,0.017122630262989547,0.0007998400319936012,0.040278995982517975,0.0015990403199104275,0.009798040391921616,0.3999263388732639,0.01950007918832164,0.001799640071985603,0.029210979445140728,0.003596041439582587
0,0.2,0,0.01672610888740067,,0.022595480903819236,0.025099837173805657,0.04468040605036361,0.008398320335932814,0.07915737944520934,0.01672610888740067,0.05318936212757448,0.010982937308538568,0.02184524970515389,0.05878824235152969,0.04643541391296959,0.09071458016067036
0,0.2,1,0.0034179287271890457,,0.11217756448710257,0.24733763934824338,0.21177132299994716,0.022795440911817635,0.0017104271441022376,0.0034179287271890457,0.01779644071185763,0.11955211263055995,0.03527616812170453,0.01279744051189762,0.06198304287463999,0.02543110654013958
0,0.25,0,0.021451203042854305,,0.07978404319136173,0.17493160799038535,0.15320259283476223,0.021195760847830435,0.037577626815612726,0.04194226141774249,0.3343331333733253,0.04325309450204588,0.08463535882008877,0.2553489302139572,0.010783746111526146,0.021451203042854305
0,0.25,1,0.005669224860856414,,0.16056788642271547,0.13272322669220588,0.24783099848082102,0.08538292341531693,0.0028386413728500263,0.005669224860856414,0.03559288142371526,0.17077696521312852,0.06991890963938796,0.0665866826634673,0.11630055276692185,0.1287395790188094
0,0.30000000000000004,0,0.002413237056071882,,0.039192161567686463,0.04543676815877581,0.07684829760702527,0.0651869626074785,0.0012073473718740941,0.002413237056071882,0.1739652069586083,0.047235912038925104,0.09224059269170104,0.46230753849230155,0.07004217384269361,0.13517844156877712
0,0.30000000000000004,1,0.07069012112394557,0.035992801439712056,0.22715456908618276,0.26747565507433835,0.4027099399156361,0.20155968806238753,0.2273030785243959,0.3624930682729681,0.035992801439712056,0.11374010504468006,0.07069012112394557,0.16656668666266747,0.0969010390722868,0.18441226677128464
1,0.0,0,0.00039988003199198374,,0.0009998000399920016,0.5695690661756272,0.001998600479863999,0.0001999600079984003,0.04764990146269318,0.00039988003199198374,0.0011997600479904018,0.47135167657720756,0.0023980806718080228,0.0001999600079984003,0.731131886094259,0.00039988003199198374
1,0.0,1,0.00039988003199198374,,0.0013997200559888023,0.6639124666356861,0.002797480895742388,0.0001999600079984003,0.9566885701989404,0.00039988003199198374,0.0015996800639872025,0.43860977956197866,0.0031968011516674277,0.0001999600079984003,0.9068927270652032,0.00039988003199198374
1,0.05,0,0.00039988003199198374,,0.004599080183963208,0.5097681994314038,0.009177008829387767,0.0001999600079984003,0.335261708424183,0.00039988003199198374,0.0009998000399920016,0.48725500729656424,0.001998600479863999,0.0001999600079984003,0.7755456990729739,0.00039988003199198374
1,0.05,1,0.00039988003199198374,,0.005598880223955209,0.6968811228493763,0.011166412988148133,0.0003999200159968006,0.7592984119090967,0.0007996800959743089,0.001799640071985603,0.4180914295338687,0.003596041439582587,0.0001999600079984003,0.8539273273842636,0.00039988003199198374
1,0.1,0,0.00039988003199198374,,0.0013997200559888023,0.5806824493634433,0.002797480895742388,0.0001999600079984003,0.35793633895273946,0.00039988003199198374,0.001799640071985603,0.4663588404783692,0.003596041439582587,0.0001999600079984003,0.8334341439087044,0.00039988003199198374
1,0.1,1,0.00039988003199198374,,0.0007998400319936012,0.8794090634588239,0.0015990403199104275,0.0001999600079984003,0.642671598521027,0.00039988003199198374,0.0007998400319936012,0.3491631526338889,0.0015990403199104275,0.0001999600079984003,0.7367846225333731,0.00039988003199198374
1,0.15000000000000002,0,0.00039988003199198374,,0.002599480103979204,0.60011636727669,0.005192202911147525,0.0001999600079984003,0.6758701782517913,0.00039988003199198374,0.004199160167966407,0.6548360353894174,0.008380687389816566,0.0003999200159968006,0.9255668458103139,0.0007996800959743089
1,0.15000000000000002,1,0.00039988003199198374,,0.005198960207958408,0.9073328838391688,0.010370891228672852,0.0003999200159968006,0.9164322137526524,0.0007996800959743089,0.011397720455908818,0.5776543000826173,0.022665532880226547,0.0001999600079984003,0.4890335686258711,0.00039988003199198374
1,0.2,0,0.005192202911147525,,0.028394321135772844,0.45764030816692736,0.05598240479878436,0.002599480103979204,0.8767224464458314,0.005192202911147525,0.10737852429514097,0.8943774164619014,0.2032269011104797,0.009998000399920015,0.9190704624159944,0.01989604078784335
1,0.2,1,0.001998600479863999,,0.008598280343931213,0.6105560888076108,0.017122630262989547,0.0009998000399920016,0.9611151982575034,0.001998600479863999,0.014797040591881624,0.9284652791969179,0.02937512877348536,0.008398320335932814,0.9680406189793521,0.01672610888740067
1,0.25,0,0.001998600479863999,,0.027394521095780843,0.7751001874139388,0.05403858240549464,0.003599280143971206,0.408873847494723,0.0071856054703874905,0.010197960407918417,0.49090711803152376,0.0202919224193554,0.0009998000399920016,0.03975721347694175,0.001998600479863999
1,0.25,1,0.005591043359014725,,0.015796840631873626,0.7610653064085229,0.03134414108979833,0.04799040191961608,0.8324512984455613,0.09367772516282591,0.004199160167966407,0.12193146506001551,0.008380687389816566,0.0027994401119776045,0.7118510473240696,0.005591043359014725
1,0.30000000000000004,0,0.001998600479863999,,0.027394521095780843,0.7751001874139388,0.05403858240549464,0.003599280143971206,0.408873847494723,0.0071856054703874905,0.010197960407918417,0.49090711803152376,0.0202919224193554,0.0009998000399920016,0.03975721347694175,0.001998600479863999
1,0.30000000000000004,1,0.005591043359014725,,0.015796840631873626,0.7610653064085229,0.03134414108979833,0.04799040191961608,0.8324512984455613,0.09367772516282591,0.004199160167966407,0.12193146506001551,0.008380687389816566,0.0027994401119776045,0.7118510473240696,0.005591043359014725
2,0.0,0,0.00039988003199198374,,0.0015996800639872025,0.006205948871006523,0.0031968011516674277,0.0001999600079984003,0.0037985470764843707,0.00039988003199198374,0.11777644471105779,0.0004562090386547776,0.0009122099506224668,0.0061987602479504095,0.0028470247953123547,0.00568594404043965
2,0.0,1,0.00039988003199198374,,0.0003999200159968006,0.0020469618059882027,0.0007996800959743089,0.0001999600079984003,0.0057661469200374375,0.00039988003199198374,0.11937612477504499,0.006620464869931503,0.013197099184768968,0.00639872025594881,0.0032661274335268908,0.006521587278641827
2,0.05,0,0.00039988003199198374,,0.0023995200959808036,0.003013831906283248,0.004793282495270557,0.0001999600079984003,0.0008853894062563688,0.00039988003199198374,0.17456508698260348,0.006934146572187405,0.013820210755690177,0.014997000599880024,0.0009518502538079284,0.0019027944887102244
2,0.05,1,0.0031968011516674277,,0.0065986802639472104,0.001698093325547286,0.003393303130152292,0.0015996800639872025,0.005574995418087097,0.0031968011516674277,0.22795440911817635,0.008664649094712203,0.017254222045489875,0.04459108178364327,0.007127915144445878,0.01420502311458538
