subject,CONTROL_REPLACEMENT_FRAC,smallest_combined_p,smallest_overall_p,left_hbo_p_phase,left_hbo_p_power,left_hbo_p_combined,left_hbr_p_phase,left_hbr_p_power,left_hbr_p_combined,right_hbo_p_phase,right_hbo_p_power,right_hbo_p_combined,right_hbr_p_phase,right_hbr_p_power,right_hbr_p_combined
3,0.0,0.00039988003199198374,,0.0001999600079984003,0.9762159266566504,0.00039988003199198374,0.0001999600079984003,0.0011277341229623118,0.00039988003199198374,0.11197760447910418,0.5650120680010038,0.2114162250533297,0.0001999600079984003,0.04798430806549274,0.00039988003199198374
3,0.05,0.00039988003199198374,,0.0005998800239952009,0.8961604299909239,0.0011994001919473085,0.0001999600079984003,0.0022040323011698285,0.00039988003199198374,0.1287742451509698,0.3115909293338891,0.24096568408773755,0.0001999600079984003,0.024601910502179036,0.00039988003199198374
3,0.1,0.00039988003199198374,,0.10997800439912017,0.9437614073465254,0.20786084734662746,0.0001999600079984003,0.00022506099222527066,0.00039988003199198374,0.651869626074785,0.26954245985198066,0.46643178204090474,0.0001999600079984003,0.03775304779066521,0.00039988003199198374
3,0.15000000000000002,0.00039988003199198374,,0.05078984203159368,0.6419848195965031,0.09900007600959304,0.0001999600079984003,0.0007725713670150073,0.00039988003199198374,0.7708458308338332,0.4453888438426167,0.6924064654657706,0.0001999600079984003,0.018632783985451918,0.00039988003199198374
3,0.2,0.00039988003199198374,,0.2975404919016197,0.5849600689323636,0.5065506394821815,0.0001999600079984003,0.002495250107521073,0.00039988003199198374,0.44571085782843434,0.7883038164593268,0.6927635468707098,0.0001999600079984003,0.030942900353872396,0.00039988003199198374
3,0.25,0.00039988003199198374,,0.17116576684663068,0.9258886106341158,0.3130338139530662,0.0001999600079984003,0.011902123447898259,0.00039988003199198374,0.7174565086982604,0.6050686721934477,0.8440292463169535,0.0001999600079984003,0.0834748749355349,0.00039988003199198374
3,0.30000000000000004,0.00039988003199198374,,0.785242951409718,0.46176677785507103,0.7103049985794876,0.0001999600079984003,0.018783830699665733,0.00039988003199198374,0.98000399920016,0.940667375088707,0.9964796396211358,0.0001999600079984003,0.1338756158877526,0.00039988003199198374
3,0.35000000000000003,0.00039988003199198374,,0.9538092381523695,0.6062051622613791,0.8449256257704132,0.0001999600079984003,0.0018084258842111659,0.00039988003199198374,0.3131373725254949,0.43823089844670815,0.5282197309788192,0.0003999200159968006,0.04480885246901448,0.0007996800959743089
3,0.4,0.00039988003199198374,,0.6614677064587082,0.6303691180172437,0.8633730110846497,0.0001999600079984003,0.008095849307392818,0.00039988003199198374,0.4615076984603079,0.3768107059958511,0.6116351038386105,0.0001999600079984003,0.01825302571683285,0.00039988003199198374
3,0.45,0.00039988003199198374,,0.9098180363927214,0.3284607010875137,0.5490349700161263,0.0001999600079984003,0.0014545266774387126,0.00039988003199198374,0.46350729854029193,0.6824263273922304,0.7121755812804645,0.0005998800239952009,0.4153970540402896,0.0011994001919473085
3,0.5,0.00039988003199198374,,0.7490501899620076,0.7661782699096191,0.9370241928418955,0.0001999600079984003,0.012369635963461275,0.00039988003199198374,0.23795240951809637,0.9748058036675935,0.41928346984072495,0.0005998800239952009,0.43279445291614027,0.0011994001919473085
3,0.55,0.00039988003199198374,,0.4297140571885623,0.7943581735186753,0.6747739434316695,0.0001999600079984003,0.006788138874543506,0.00039988003199198374,0.45350929814037194,0.5760166379390559,0.7013479127809711,0.001999600079984003,0.37000228764657106,0.003995201759488198
3,0.6000000000000001,0.0031968011516674277,,0.28114377124575085,0.5837682203614991,0.48324572238121866,0.0015996800639872025,0.0741169938947153,0.0031968011516674277,0.5680863827234554,0.6414758258183115,0.8134506272110905,0.01259748050389922,0.28444197201321714,0.025036264492752314
3,0.65,0.003596041439582587,,0.5986802639472105,0.7171290338191767,0.8389424694545193,0.001799640071985603,0.08480265031393154,0.003596041439582587,0.4505098980203959,0.9951372035802446,0.6980606278264443,0.003999200159968006,0.3269100499740123,0.007982406718016533
3,0.7000000000000001,0.010370891228672852,,0.6948610277944411,0.4038253214210845,0.6445757526213268,0.005198960207958408,0.19817166551922827,0.010370891228672852,0.28414317136572687,0.8199532713930033,0.48754900089768094,0.1231753649270146,0.29576895890269594,0.231178559329126
3,0.75,0.23503097820747798,0.125374925014997,0.7880423915216956,0.979864796232927,0.9550739722081578,0.125374925014997,0.3590988147367189,0.23503097820747798,0.9128174365126974,0.8280722618240935,0.9704408528457169,0.377124575084983,0.6884641291830328,0.6120262050369369
