CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std,smallest_overall_p_mean,smallest_overall_p_std,left_hbo_p_phase_mean,left_hbo_p_phase_std,left_hbo_p_power_mean,left_hbo_p_power_std,left_hbo_p_combined_mean,left_hbo_p_combined_std,left_hbr_p_phase_mean,left_hbr_p_phase_std,left_hbr_p_power_mean,left_hbr_p_power_std,left_hbr_p_combined_mean,left_hbr_p_combined_std,right_hbo_p_phase_mean,right_hbo_p_phase_std,right_hbo_p_power_mean,right_hbo_p_power_std,right_hbo_p_combined_mean,right_hbo_p_combined_std,right_hbr_p_phase_mean,right_hbr_p_phase_std,right_hbr_p_power_mean,right_hbr_p_power_std,right_hbr_p_combined_mean,right_hbr_p_combined_std
0.0,0.0004569943268466016,0.00015111022049213484,,,0.001199760047990402,0.000365075356598791,0.9401672343456928,0.0,0.0023979664317943516,0.0007291871124690757,0.00022852572342674322,7.557777904603623e-05,0.8887833710880158,0.0,0.0004569943268466016,0.00015111022049213484,0.0015996800639872025,0.0007116628842252423,0.46379539198286707,0.0,0.0031963670396152016,0.0014211838226356802,0.000571314308566858,0.0002689832869964204,0.8587626670267593,0.0,0.0011422402010870922,0.0005376410321368145
0.05,0.0008567486948235185,0.00042732410226004573,,,0.005370354500528466,0.0031709659737631847,0.8476890613838028,0.14746191863429123,0.010703249700561215,0.006313686014345118,0.000571314308566858,0.00024294856880382158,0.851673790795142,0.09641709482538133,0.001142251625088456,0.00048563700113035484,0.0015996800639872025,0.0007116628842252423,0.46379539198286707,0.0,0.0031963670396152016,0.0014211838226356802,0.000571314308566858,0.0002689832869964204,0.8587626670267593,0.0,0.0011422402010870922,0.0005376410321368145
0.1,0.0010280573073832963,0.00045322487550713013,,,0.005370354500528466,0.0031709659737631847,0.8476890613838028,0.14746191863429123,0.010703249700561215,0.006313686014345118,0.000571314308566858,0.00024294856880382158,0.851673790795142,0.09641709482538133,0.001142251625088456,0.00048563700113035484,0.005570314508526866,0.005379665739928408,0.5068587370285559,0.2523790834636465,0.011084794210352642,0.010676387402077533,0.0013997200559888023,0.0006926817866702168,0.8190684204332876,0.10808912855075041,0.0027970696316931276,0.0013832513532239233
0.15000000000000002,0.001769903396416726,0.001341859267911518,,,0.0059416688090953235,0.002456374711673638,0.875007494744443,0.1227637120523636,0.01184286238133295,0.004874646342653462,0.0020567315108406888,0.0023510237479374718,0.7858581373975475,0.19092382805977853,0.004104495180605088,0.004687195276596979,0.005570314508526866,0.005379665739928408,0.5068587370285559,0.2523790834636465,0.011084794210352642,0.010676387402077533,0.0013997200559888023,0.0006926817866702168,0.8190684204332876,0.10808912855075041,0.0027970696316931276,0.0013832513532239233
0.2,0.006725126823122841,0.004817710484803084,,,0.01348301768217785,0.008510138464904879,0.6321839917131887,0.31926711461955637,0.026722167207087626,0.016713059686685707,0.007569914588510869,0.004180756163390341,0.6929556422869964,0.09792919782091739,0.015067543808346327,0.008285216936653543,0.005398920215956809,0.0037763688526868747,0.41622802492059774,0.06367750889245165,0.010756468410948366,0.007496140701979045,0.00462764589939155,0.00412297393153797,0.5145705633937634,0.23401820119572575,0.009219306194464285,0.008190477501719622
0.25,0.0045644825958109925,0.00193910573737327,,,0.012626046219327563,0.009775180584931795,0.5789301592394093,0.20918737234743714,0.02501077183369284,0.019171931651016893,0.008541148913074528,0.01279312517105593,0.7503711620758482,0.21120655337535627,0.016869063128557467,0.02506554052850979,0.005398920215956809,0.0037763688526868747,0.41622802492059774,0.06367750889245165,0.010756468410948366,0.007496140701979045,0.00462764589939155,0.00412297393153797,0.5145705633937634,0.23401820119572575,0.009219306194464285,0.008190477501719622
0.30000000000000004,0.0045644825958109925,0.00193910573737327,,,0.012626046219327563,0.009775180584931795,0.5789301592394093,0.20918737234743714,0.02501077183369284,0.019171931651016893,0.008541148913074528,0.01279312517105593,0.7503711620758482,0.21120655337535627,0.016869063128557467,0.02506554052850979,0.005398920215956809,0.0037763688526868747,0.41622802492059774,0.06367750889245165,0.010756468410948366,0.007496140701979045,0.00462764589939155,0.00412297393153797,0.5145705633937634,0.23401820119572575,0.009219306194464285,0.008190477501719622
0.35000000000000003,0.026786712814834135,0.022248584392708597,0.03559288142371526,,0.05895963664409975,0.04263220972609462,0.617331545108816,0.2917860419364464,0.11288517284402687,0.07958974714894956,0.03736395578027252,0.03422752875393711,0.6811288674442377,0.28440249946321683,0.07232768317647922,0.06441011293962415,0.03179364127174565,0.028619672714819525,0.49039230542806733,0.20413562697790963,0.061874373489914807,0.054970289705102766,0.038278058673979494,0.03769177324699786,0.6537851505795825,0.14940876473323186,0.07387319062596487,0.07129610785554409
0.4,0.05048743157929958,0.057575411656491375,0.06888622275544891,0.013149556218826014,0.14548518867655041,0.14377684754140557,0.5479921956209279,0.34456447214616504,0.2041860002358538,0.19740160228997525,0.11894763904361985,0.1335582889259345,0.5255552342868443,0.3039693331687315,0.13429554824640075,0.13083271928598122,0.03179364127174565,0.028619672714819525,0.49039230542806733,0.20413562697790963,0.061874373489914807,0.054970289705102766,0.038278058673979494,0.03769177324699786,0.6537851505795825,0.14940876473323186,0.07387319062596487,0.07129610785554409
0.45,0.08063236097317346,0.07551458238679873,0.0661867626474705,0.0367143128735165,0.14548518867655041,0.14377684754140557,0.5479921956209279,0.34456447214616504,0.2041860002358538,0.19740160228997525,0.11894763904361985,0.1335582889259345,0.5255552342868443,0.3039693331687315,0.13429554824640075,0.13083271928598122,0.1146627817293684,0.09567947831533145,0.45938661068658343,0.32209430895243424,0.20833124202708234,0.16590573363439456,0.09606650098551718,0.0867295546786805,0.546009130355734,0.19780707715190626,0.1764567873696378,0.15365067601133087
