CONTROL_REPLACEMENT_FRAC,smallest_combined_p_mean,smallest_combined_p_std,smallest_overall_p_mean,smallest_overall_p_std,left_hbo_p_phase_mean,left_hbo_p_phase_std,left_hbo_p_power_mean,left_hbo_p_power_std,left_hbo_p_combined_mean,left_hbo_p_combined_std,left_hbr_p_phase_mean,left_hbr_p_phase_std,left_hbr_p_power_mean,left_hbr_p_power_std,left_hbr_p_combined_mean,left_hbr_p_combined_std,right_hbo_p_phase_mean,right_hbo_p_phase_std,right_hbo_p_power_mean,right_hbo_p_power_std,right_hbo_p_combined_mean,right_hbo_p_combined_std,right_hbr_p_phase_mean,right_hbr_p_phase_std,right_hbr_p_power_mean,right_hbr_p_power_std,right_hbr_p_combined_mean,right_hbr_p_combined_std
0.0,0.00039988003199198374,0.0,,,0.0003713543005684577,0.00024294856880382158,0.6832921129409509,0.0,0.0007425201051142828,0.00048566834285191014,0.0001999600079984003,0.0,0.0003056881554609342,0.0,0.00039988003199198374,0.0,0.048875939097894706,0.0025914105822807195,0.3957400478100396,0.0,0.09535726470839744,0.004937505052689577,0.0001999600079984003,0.0,0.026070603534500924,0.0,0.00039988003199198374,0.0
0.05,0.00028470938722713335,0.00015432466154431318,,,0.001199760047990402,0.0009520000571276213,0.7482564237307857,0.06285979120814826,0.002397303839714831,0.001900783651874582,0.0001999600079984003,0.0,0.0002193180805463781,0.00015545276138206513,0.00028470938722713335,0.00015432466154431318,0.11649098751678236,0.07439066441540268,0.33158533139713237,0.092604293969351,0.21466842118764523,0.12775418441952813,0.0001999600079984003,0.0,0.023780987639473235,0.019199457316858983,0.00039988003199198374,0.0
0.1,0.000295012926637742,0.00015692136959981736,,,0.03676407575627732,0.04505234452942627,0.7113122148575725,0.1647949844309274,0.07043679960554292,0.0853067184536424,0.0001999600079984003,0.0,0.0002549578825125405,0.00017582621618463665,0.000295012926637742,0.00015692136959981736,0.2578055817407947,0.19922077962729015,0.3652594227064333,0.18926481844080958,0.3163987895888621,0.16845370012822292,0.0001999600079984003,0.0,0.02736434454123057,0.014858784670238651,0.00039988003199198374,0.0
0.15000000000000002,0.00039988003199198374,0.0,,,0.030108264061473423,0.04689134768687076,0.6575721957358327,0.1494348850057733,0.057425336139959114,0.08890842726131944,0.0001999600079984003,0.0,0.0004851630037085543,0.0001739181183971999,0.00039988003199198374,0.0,0.5160396492130145,0.29494697019063904,0.3446264265021282,0.12398094917171228,0.45335435047292777,0.14731913526965998,0.0001999600079984003,0.0,0.016333067303333598,0.00820212065289402,0.00039988003199198374,0.0
0.2,0.0003297749174770992,0.0001243697496374649,,,0.10909246722084155,0.09542408201725781,0.5865672538078657,0.1883387316668638,0.1984788348126358,0.1672452523723648,0.0001999600079984003,0.0,0.001033206783518896,0.0017620130434115085,0.0003297749174770992,0.0001243697496374649,0.414859885165824,0.27231381033609703,0.4879486057954742,0.2879027454168128,0.4739481992973645,0.2530524889039157,0.0001999600079984003,0.0,0.040521740888848634,0.017611846139214803,0.00039988003199198374,0.0
0.25,0.00034979915385069393,0.00013250154900158352,,,0.256662953123661,0.296875182448104,0.7102963263218255,0.23603134444369775,0.3719058570666533,0.35652810729841133,0.0001999600079984003,0.0,0.004139797325171871,0.004530480358664263,0.00034979915385069393,0.00013250154900158352,0.5542034450252806,0.2539016524108446,0.36728177007515506,0.17647796942325963,0.5172655142787234,0.13661201018753283,0.0001999600079984003,0.0,0.04480515207205426,0.04066855388111787,0.00039988003199198374,0.0
0.30000000000000004,0.00039988003199198374,0.0,,,0.3229639786328448,0.2905618325460043,0.690279501194169,0.10867168473664274,0.44869522474502305,0.32702103707932806,0.0001999600079984003,0.0,0.004086798149544852,0.003366999445223182,0.00039988003199198374,0.0,0.5784557374239438,0.2789438152646572,0.37650258595735625,0.2335733581367682,0.5346227355491344,0.2506566676746724,0.0001999600079984003,0.0,0.07647920569037556,0.029970651983616533,0.00039988003199198374,0.0
0.35000000000000003,0.00039988003199198374,0.0,,,0.414031479418402,0.21551035169130162,0.6566525376701348,0.24389091212082709,0.5522063155000642,0.24909408221860194,0.0001999600079984003,0.0,0.0075263113171872885,0.009444225872916864,0.00039988003199198374,0.0,0.5226668951923901,0.2848935767282594,0.6069152709528869,0.17237589362279362,0.6691864324300377,0.2357942246639264,0.000285657154283429,0.00022673333713810873,0.11838064543454804,0.1033569428692646,0.0005711886445517614,0.0004532399862766878
0.4,0.000395671190196234,1.113554869916838e-05,,,0.6463278772816865,0.17917628168094812,0.6368927756663024,0.2761962910636542,0.7377332508309128,0.2778572084381044,0.0001999600079984003,0.0,0.01195721912115292,0.009932008455897116,0.000395671190196234,1.113554869916838e-05,0.37358242637186845,0.2830788692101897,0.42731305302435363,0.19923504786213447,0.41267940227963645,0.1373642807222999,0.0005141828777101723,0.0005755832170597276,0.0770257057087614,0.0510179424660347,0.0010278174033544949,0.0011499877260487564
0.45,0.00039988003199198374,0.0,,,0.7171994172594053,0.16941564580834484,0.7000812926258109,0.281525878780332,0.786154131573357,0.18043898559847557,0.00022852572342674322,7.557777904603623e-05,0.00835768959792826,0.006303103441946256,0.0004569943268466016,0.00015111022049213484,0.45153826377581624,0.32955335309838246,0.6057649870068398,0.145940779530017,0.5327770546099595,0.20076874664084032,0.0013711543405604593,0.0018049222672961434,0.1929181321486189,0.0941264082381834,0.0027376362645601554,0.003602056612067865
0.5,0.0007995658559606536,0.0007296397140725423,,,0.533407604193447,0.1937600046907344,0.7498802260253845,0.2202175088485493,0.7316812083001496,0.1546644293227882,0.0003999200159968006,0.00036507535659879094,0.01786823882963835,0.010573758298603495,0.0007995658559606536,0.0007296397140725423,0.3570714428542863,0.27930144292209386,0.7129605912001357,0.17247283509837585,0.49237089214350027,0.27992126612151996,0.0036564115748278915,0.0027555676205275456,0.23201215209829829,0.24293958804972784,0.007292945387270148,0.00548864315343155
0.55,0.001370560292489133,0.0007602621729282228,,,0.6587539634930157,0.30062054497683854,0.7043529347972065,0.2997596668925334,0.7116622507584728,0.2526050903336889,0.0009426686091353158,0.0007456326620562322,0.018470938912620406,0.021616774130042697,0.0018839720501067398,0.001489327672524792,0.4749621504270575,0.3942867042773926,0.7176494817176147,0.2753572640478519,0.5909076406045203,0.3865857320045291,0.0033707544205444626,0.003151995112998709,0.24148638888929624,0.30107936284685943,0.006721631078703335,0.0062741882577110955
0.6000000000000001,0.0014276174673368994,0.0008589390206710811,,,0.6034221727083154,0.31574628092359347,0.4896513109955486,0.19654687972986068,0.6063028709087082,0.1718377908363875,0.0007141428857085725,0.000429753443459756,0.02982468130197357,0.027719325770405895,0.0014276174673368994,0.0008589390206710811,0.5025566315308366,0.35722808725444666,0.7270107873252668,0.2078096626314817,0.614838618321033,0.29278415492270043,0.016311023509583796,0.024521505177417774,0.33562312795450594,0.29187697042278,0.031840593917380686,0.047182963184451435
0.65,0.013901347476384116,0.01458740803759099,,,0.48847373382466364,0.2668303396560271,0.569303109701676,0.1669339131821539,0.6201154492063207,0.20334470201432875,0.010283657554203447,0.01604499220620353,0.07147702079883801,0.07123466110591399,0.02024089711723149,0.031277943494600884,0.3876653240780415,0.15713140708091602,0.7446640780185609,0.18965840018024294,0.6021773055729794,0.20503448076801994,0.02579484103179364,0.014401748535943885,0.3068720305683602,0.1518944405986086,0.05074652793039528,0.028092089659088666
0.7000000000000001,0.02784982467042458,0.023002385978250134,0.03519296140771846,,0.5546890621875625,0.16023760026142878,0.6829509072283352,0.21195654601135602,0.7184016128998201,0.13587796449581643,0.01779644071185763,0.014979215831572057,0.0957434396645298,0.07252687490946846,0.03508384505862277,0.029347299576121436,0.548061816208187,0.34790264879458305,0.719121952474109,0.2116581240678802,0.6081378008246181,0.21699027991826916,0.03853515011283458,0.013552467747361163,0.4120031443990351,0.19806470544779609,0.07542791153255621,0.026202959438398763
0.75,0.04624765908645902,0.02682301822011571,0.0365260281277078,0.010014649870903631,0.5618876224755048,0.3250968070163764,0.8742243341543087,0.07575656723168149,0.7151472152012224,0.2896718283537825,0.023481018082097866,0.013790891154152602,0.14064220469427038,0.09183373285205297,0.04624765908645902,0.02682301822011571,0.48767389379267,0.2835241696638943,0.6712246237825213,0.20935988069561298,0.6099575108438675,0.30774324954688315,0.25629159882309255,0.22713414133418078,0.4942298666971658,0.3105791716008044,0.31644771675899186,0.15127809185846666
