subject,control_frac,tapping_condition,pick,phase_method,mean_p_combined,std_p_combined,mean_p_phase,std_p_phase,mean_p_power,std_p_power
1,0.0,Tapping_Right,hbo,plv,0.010767945724325712,0.0017180792220556275,0.005398920215956809,0.000863925974592796,0.4637953919828674,5.551115123125783e-17
1,0.0,Tapping_Right,hbr,rms,0.000666386751977092,0.00037689741786650887,0.00033326667999733386,0.0001885241034957135,0.8587626670267593,1.1102230246251565e-16
1,0.0,Tapping_Right,hbr,plv,0.0007996534399712004,0.0003264027390373779,0.0003999200159968006,0.0001632666628529746,0.8587626670267593,1.1102230246251565e-16
1,0.15,Tapping_Left,hbo,rms,0.016822670258989647,0.011831539489757275,0.00846497367193228,0.005968358703065689,0.7386372006583733,0.23631495345623796
1,0.15,Tapping_Left,hbo,plv,0.03188833672311057,0.020874684824716747,0.01613010731187096,0.010568705632139876,0.7386372006583733,0.23631495345623796
1,0.15,Tapping_Left,hbr,rms,0.003994775263436982,0.0013035215934530894,0.001999600079984003,0.0006530666514118985,0.8905228686557125,0.02644315685110993
1,0.15,Tapping_Left,hbr,plv,0.02755549669910055,0.020810357283912288,0.013930547223888555,0.010561136431257305,0.8905228686557125,0.02644315685110993
1,0.15,Tapping_Right,hbo,rms,0.004925163071098322,0.00209483344138991,0.002466173431980271,0.0010496577849779126,0.42942749181226564,0.09775055168579712
1,0.15,Tapping_Right,hbo,plv,0.02602946717195261,0.015194985655417196,0.013130707191894955,0.007715681465567036,0.42942749181226564,0.09775055168579712
1,0.15,Tapping_Right,hbr,rms,0.002664240863751536,0.0006787662046086349,0.0013330667199893355,0.00033986666090733757,0.7640299418883187,0.02909272926108562
1,0.15,Tapping_Right,hbr,plv,0.002531187423782925,0.00037659583961649213,0.0012664133839898686,0.00018852410349571355,0.7640299418883187,0.02909272926108562
1,0.3,Tapping_Left,hbo,rms,0.08624120673432463,0.0752250557781907,0.0449243484636406,0.03986593919718855,0.8496369033813953,0.09797140305465751
1,0.3,Tapping_Left,hbo,plv,0.0848900672441663,0.04857171034088595,0.0437245884156502,0.025441500643949524,0.8496369033813953,0.09797140305465751
1,0.3,Tapping_Left,hbr,rms,0.024229707147952473,0.008066093085363176,0.012197560487902418,0.004078399930888051,0.7260920358549718,0.023677500256585063
1,0.3,Tapping_Left,hbr,plv,0.09865745307247298,0.0599473830347975,0.051123108711591016,0.031228066004349183,0.7260920358549718,0.023677500256585063
1,0.3,Tapping_Right,hbo,rms,0.02036390695599462,0.015299090212578458,0.010264613743917883,0.007743270402696852,0.4167861736163758,0.09711524949930479
1,0.3,Tapping_Right,hbo,plv,0.05998156497474749,0.032001857507531505,0.030593881223755243,0.016438123506950297,0.4167861736163758,0.09711524949930479
1,0.3,Tapping_Right,hbr,rms,0.013418432090426516,0.0009361177364641969,0.006731986935946145,0.0004713102587392842,0.74550914190726,0.059096726715252346
1,0.3,Tapping_Right,hbr,plv,0.02467792784174616,0.019200977457341544,0.012464173831900287,0.009750086806924208,0.74550914190726,0.059096726715252346
1,0.5,Tapping_Left,hbo,rms,0.13721782738033483,0.07798501396949632,0.07211890955142304,0.04264803169696098,0.32390103145113774,0.12523054940573763
1,0.5,Tapping_Left,hbo,plv,0.1533530393168183,0.05351963842416448,0.08031726987935746,0.02882076683613772,0.32390103145113774,0.12523054940573763
1,0.5,Tapping_Left,hbr,rms,0.1689371383871596,0.12372977837390552,0.09104845697527163,0.06978505603498315,0.7738899030205344,0.23351619263716553
1,0.5,Tapping_Left,hbr,plv,0.2957288566281944,0.07894651632121431,0.16216756648670266,0.04804119820520439,0.7738899030205344,0.23351619263716553
1,0.5,Tapping_Right,hbo,rms,0.14893467350654374,0.09479318543085455,0.07885089648736919,0.05049411442270078,0.4383014325252264,0.29644801982981084
1,0.5,Tapping_Right,hbo,plv,0.18057173741549767,0.11115270211728234,0.09678064387122576,0.06019183747672806,0.4383014325252264,0.29644801982981084
1,0.5,Tapping_Right,hbr,rms,0.18139696729053842,0.11517511360149056,0.09738052389522096,0.06229858799199053,0.7544661731283275,0.2162890842022498
1,0.5,Tapping_Right,hbr,plv,0.15089495598180905,0.11316399912031248,0.08058388322335532,0.061473963834669486,0.7544661731283275,0.2162890842022498
2,0.0,Tapping_Left,hbo,rms,0.001386801911307615,0.00013251302656569104,0.0008664933679930681,0.00018852410349571355,0.0007405255745571486,1.0842021724855044e-19
2,0.0,Tapping_Left,hbo,plv,0.0014805027709877683,0.0,0.0012664133839898686,0.0003770482069914271,0.0007405255745571486,1.0842021724855044e-19
2,0.0,Tapping_Left,hbr,rms,0.0006033033151953138,0.0,0.004465773511964273,0.00033986666090733746,0.0003016971681882697,0.0
2,0.0,Tapping_Left,hbr,plv,0.0006033033151953138,0.0,0.00206625341598347,0.0008378194421100136,0.0003016971681882697,0.0
2,0.0,Tapping_Right,hbo,rms,0.0022778805162673166,0.0,0.0981137105912151,0.004214473094591011,0.0011395895903508818,0.0
2,0.0,Tapping_Right,hbo,plv,0.0022778805162673166,0.0,0.2943411317736453,0.003373738781535366,0.0011395895903508818,0.0
2,0.0,Tapping_Right,hbr,rms,0.015084757217111333,0.0,0.14370459241485034,0.0018567470875403755,0.007571038923748067,0.0
2,0.0,Tapping_Right,hbr,plv,0.015084757217111333,0.0,0.024595080983803242,0.0014963636819731823,0.007571038923748067,0.0
2,0.15,Tapping_Left,hbo,rms,0.007201585808606932,0.0025998625180543846,0.008131706991934946,0.007323985511392226,0.004723481394089685,0.0011046370845723286
2,0.15,Tapping_Left,hbo,plv,0.008543916978848562,0.0033600390009499844,0.018063054055855496,0.01348342787100452,0.004723481394089685,0.0011046370845723286
2,0.15,Tapping_Left,hbr,rms,0.015675949583850175,0.005710912899123237,0.07998400319936012,0.058437834814889435,0.007873101131996059,0.0028752319397273435
2,0.15,Tapping_Left,hbr,plv,0.015675949583850175,0.005710912899123237,0.029394121175764846,0.008259098751475059,0.007873101131996059,0.0028752319397273435
2,0.15,Tapping_Right,hbo,rms,0.01705222928644316,0.01268174123053064,0.1579017529827368,0.07377726459140779,0.008583469612269865,0.006405777666435189
2,0.15,Tapping_Right,hbo,plv,0.01705222928644316,0.01268174123053064,0.3338665600213291,0.11660490125700224,0.008583469612269865,0.006405777666435189
2,0.15,Tapping_Right,hbr,rms,0.0898613608689371,0.04658012683751736,0.24441778311004467,0.10056515207116791,0.0462971177802358,0.024278623864984587
2,0.15,Tapping_Right,hbr,plv,0.07364365117125223,0.03397974978761373,0.0981137105912151,0.06504948996858756,0.0462971177802358,0.024278623864984587
2,0.3,Tapping_Left,hbo,rms,0.0620753940260406,0.05282331558133789,0.03192694794374459,0.027553073448276198,0.051021792860851865,0.03030055715456081
2,0.3,Tapping_Left,hbo,plv,0.07433870591162513,0.02933769221801629,0.03985869492768113,0.014447331600808497,0.051021792860851865,0.03030055715456081
2,0.3,Tapping_Left,hbr,rms,0.13283843543365084,0.13154216046544628,0.2932746783976538,0.15849563465357402,0.07163485135503857,0.07279914386699742
2,0.3,Tapping_Left,hbr,plv,0.13081864849052113,0.12869781541294703,0.12157568486302739,0.04154775699329089,0.07163485135503857,0.07279914386699742
2,0.3,Tapping_Right,hbo,rms,0.08565448106274365,0.09479409251078201,0.6870625874825035,0.31688486275543143,0.04511906541600239,0.05047692250175012
2,0.3,Tapping_Right,hbo,plv,0.08565448106274365,0.09479409251078201,0.6592014930347264,0.23467084435579783,0.04511906541600239,0.05047692250175012
2,0.3,Tapping_Right,hbr,rms,0.12125509417244684,0.08179144920820043,0.7943078051056456,0.14262296992636278,0.06360131704740128,0.04361665269357248
2,0.3,Tapping_Right,hbr,plv,0.12125509417244684,0.08179144920820043,0.5371592348197027,0.19302990229804987,0.06360131704740128,0.04361665269357248
2,0.5,Tapping_Left,hbo,rms,0.0937755859521348,0.06942574959041337,0.3306005465573552,0.02058735865041544,0.048756025989229436,0.036868902289892556
2,0.5,Tapping_Left,hbo,plv,0.0937755859521348,0.06942574959041337,0.5618209691395054,0.11304661234677575,0.048756025989229436,0.036868902289892556
2,0.5,Tapping_Left,hbr,rms,0.27686785211018233,0.18033405738343594,0.6324735052989402,0.07814181956439824,0.1568485725361173,0.11057946579467005
2,0.5,Tapping_Left,hbr,plv,0.27444559660304835,0.17705252764169443,0.6246750649870026,0.23283526278108854,0.1568485725361173,0.11057946579467005
2,0.5,Tapping_Right,hbo,rms,0.0570429145660869,0.02199040147251817,0.5763513963873891,0.24233636906890976,0.029006165420495045,0.01131629985914608
2,0.5,Tapping_Right,hbo,plv,0.0570429145660869,0.02199040147251817,0.7512497500499901,0.11543264813377861,0.029006165420495045,0.01131629985914608
2,0.5,Tapping_Right,hbr,rms,0.14688470118846464,0.1101812357035177,0.7099913350663201,0.1027084004713538,0.07838605272008232,0.0611803153854612
2,0.5,Tapping_Right,hbr,plv,0.14688470118846464,0.1101812357035177,0.60247950409918,0.27932206361071116,0.07838605272008232,0.0611803153854612
3,0.0,Tapping_Left,hbo,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.6832921129409512,1.1102230246251565e-16
3,0.0,Tapping_Left,hbo,plv,0.05209220103589762,0.0014566538945939213,0.026394721055788842,0.0007481818409865909,0.6832921129409512,1.1102230246251565e-16
3,0.0,Tapping_Left,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0003056881554609323,0.0
3,0.0,Tapping_Left,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0003056881554609323,0.0
3,0.0,Tapping_Right,hbo,rms,0.09215238869176105,0.0025459063650455785,0.047190561887622474,0.0013363952313379611,0.3957400478100397,0.0
3,0.0,Tapping_Right,hbo,plv,0.6348699101793869,0.0,0.6025461574351797,0.0027140269374795072,0.3957400478100397,0.0
3,0.0,Tapping_Right,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.02607060353450079,0.0
3,0.0,Tapping_Right,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.02607060353450079,0.0
3,0.15,Tapping_Left,hbo,rms,0.11406906114611241,0.07503027308511394,0.05958808238352329,0.03945078020506805,0.4192327493380604,0.061394669539479335
3,0.15,Tapping_Left,hbo,plv,0.5435814861925089,0.09979483111282705,0.5961474371792308,0.28472434353034276,0.4192327493380604,0.061394669539479335
3,0.15,Tapping_Left,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.00033136376979571073,0.00012428322934313166
3,0.15,Tapping_Left,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.00033136376979571073,0.00012428322934313166
3,0.15,Tapping_Right,hbo,rms,0.4881583304391311,0.019296813116016876,0.6632673465306939,0.2773871773000126,0.30236512229036017,0.03044602730246606
3,0.15,Tapping_Right,hbo,plv,0.3911324789338659,0.1790406748343352,0.28161034459774714,0.1494703697682513,0.30236512229036017,0.03044602730246606
3,0.15,Tapping_Right,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0226315694882739,0.024697644450489296
3,0.15,Tapping_Right,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0226315694882739,0.024697644450489296
3,0.3,Tapping_Left,hbo,rms,0.775275255965353,0.04777903845719403,0.6111444377791108,0.10871467639554531,0.563875637449259,0.046951688484802134
3,0.3,Tapping_Left,hbo,plv,0.48172847600712476,0.14685063006128135,0.28720922482170236,0.10099918224221781,0.563875637449259,0.046951688484802134
3,0.3,Tapping_Left,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.004059835663841248,0.0024462778939729653
3,0.3,Tapping_Left,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.004059835663841248,0.0024462778939729653
3,0.3,Tapping_Right,hbo,rms,0.6977982291110538,0.16956823361088286,0.8718256348730252,0.013760968233621496,0.48161927153059625,0.18298412838406627
3,0.3,Tapping_Right,hbo,plv,0.6328858052457398,0.17049263340340226,0.4264480437245884,0.15542611860492833,0.48161927153059625,0.18298412838406627
3,0.3,Tapping_Right,hbr,rms,0.0005331467199860921,0.0001884675575738118,0.0002666133439978671,9.426205174785677e-05,0.07372743199509228,0.01793528323451777
3,0.3,Tapping_Right,hbr,plv,0.002662614847556329,0.0026345875915034455,0.0013330667199893355,0.0013196687244699946,0.07372743199509228,0.01793528323451777
3,0.5,Tapping_Left,hbo,rms,0.8400872115119067,0.1306506973457236,0.6310737852429514,0.15429269766625148,0.9148621855348283,0.07356424177496798
3,0.5,Tapping_Left,hbo,plv,0.31522660341623604,0.2713631527606763,0.19282810104645734,0.1823373854246461,0.9148621855348283,0.07356424177496798
3,0.5,Tapping_Left,hbr,rms,0.0006664134079802005,0.0001884675575738118,0.00033326667999733386,9.426205174785677e-05,0.005308192746770089,0.0016147492844023744
3,0.5,Tapping_Left,hbr,plv,0.00346205527484252,0.0021702487916274646,0.003199360127974405,0.003127739307245235,0.005308192746770089,0.0016147492844023744
3,0.5,Tapping_Right,hbo,rms,0.39736928972267266,0.18859226392238895,0.23455308938212358,0.12931255663266436,0.7439616413651082,0.17995141683580163
3,0.5,Tapping_Right,hbo,plv,0.3996248940573813,0.20852268179140715,0.23908551623008734,0.14623356089416,0.7439616413651082,0.17995141683580163
3,0.5,Tapping_Right,hbr,rms,0.0013324802879188802,0.000753493257483001,0.0006665333599946677,0.000377048206991427,0.1763852096884834,0.12361360168899353
3,0.5,Tapping_Right,hbr,plv,0.02536318704398825,0.016317641894011886,0.01279744051189762,0.008241328542864084,0.1763852096884834,0.12361360168899353
4,0.0,Tapping_Left,hbo,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.016902514463125837,0.0
4,0.0,Tapping_Left,hbo,plv,0.007583726206168466,0.0011270733146000582,0.003799240151969606,0.0005655723104871405,0.016902514463125837,0.0
4,0.0,Tapping_Left,hbr,rms,9.981089139887711e-05,0.0,0.0001999600079984003,0.0,4.9906691038361976e-05,0.0
4,0.0,Tapping_Left,hbr,plv,9.981089139887711e-05,0.0,0.0001999600079984003,0.0,4.9906691038361976e-05,0.0
4,0.0,Tapping_Right,hbo,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.4735264567455306,0.0
4,0.0,Tapping_Right,hbo,plv,0.0030635344636732085,0.0008205381059792243,0.001533026727987736,0.00041087875777970915,0.4735264567455306,0.0
4,0.0,Tapping_Right,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0006921108320657867,1.0842021724855044e-19
4,0.0,Tapping_Right,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0006921108320657867,1.0842021724855044e-19
4,0.15,Tapping_Left,hbo,rms,0.0005331467199860921,0.0001884675575738118,0.0002666133439978671,9.426205174785676e-05,0.022810548318557,0.005214841944461103
4,0.15,Tapping_Left,hbo,plv,0.037913645586453194,0.016270338659489243,0.03079384123175365,0.019827995137789836,0.022810548318557,0.005214841944461103
4,0.15,Tapping_Left,hbr,rms,0.0003196250207531115,0.00011349772534241829,0.0001999600079984003,0.0,0.0017769942811732631,0.002225547223093856
4,0.15,Tapping_Left,hbr,plv,0.0003196250207531115,0.00011349772534241829,0.0001999600079984003,0.0,0.0017769942811732631,0.002225547223093856
4,0.15,Tapping_Right,hbo,rms,0.0018650938878411367,0.0011457341009171963,0.0009331467039925349,0.0005733736764008949,0.6844801805028947,0.24800728169984332
4,0.15,Tapping_Right,hbo,plv,0.017493455251494632,0.010033488968008805,0.008798240351929614,0.005061266548442213,0.6844801805028947,0.24800728169984332
4,0.15,Tapping_Right,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.011898193044413419,0.011659200756411966
4,0.15,Tapping_Right,hbr,plv,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.011898193044413419,0.011659200756411966
4,0.3,Tapping_Left,hbo,rms,0.008092509339230594,0.009467146149215466,0.004065853495967473,0.00476093352754211,0.18682763315136489,0.04693327436848744
4,0.3,Tapping_Left,hbo,plv,0.21598110260956208,0.15316721131807212,0.14077184563087383,0.12027734380268047,0.18682763315136489,0.04693327436848744
4,0.3,Tapping_Left,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.0176073799008338,0.003556904854816336
4,0.3,Tapping_Left,hbr,plv,0.009673546380486378,0.0120022378370534,0.005932146903952543,0.00754803048291252,0.0176073799008338,0.003556904854816336
4,0.3,Tapping_Right,hbo,rms,0.027444274525752006,0.018804989337556685,0.013863893887889089,0.009555401419693355,0.6292215360996128,0.06554709489521215
4,0.3,Tapping_Right,hbo,plv,0.11110298103013534,0.055983491620800414,0.05765513563953876,0.029718270194083206,0.6292215360996128,0.06554709489521215
4,0.3,Tapping_Right,hbr,rms,0.00039988003199198374,0.0,0.0001999600079984003,0.0,0.007060314482275685,0.0034233100576034764
4,0.3,Tapping_Right,hbr,plv,0.0042564572468429445,0.004372543421261686,0.002132906751982937,0.0021924793979068886,0.007060314482275685,0.0034233100576034764
4,0.5,Tapping_Left,hbo,rms,0.2428389482596314,0.07815454554259128,0.18649603412650806,0.03723064667300365,0.20659006132107935,0.09821476603644498
4,0.5,Tapping_Left,hbo,plv,0.318821518040555,0.15154029381481535,0.3075384923015397,0.1516854498275468,0.20659006132107935,0.09821476603644498
4,0.5,Tapping_Left,hbr,rms,0.006779541245653424,0.00547015466767671,0.0033993201359728054,0.00274657038966027,0.03277329475910232,0.031941678979048
4,0.5,Tapping_Left,hbr,plv,0.043218378190645,0.03246174073502432,0.03239352129574085,0.012186081971759721,0.03277329475910232,0.031941678979048
4,0.5,Tapping_Right,hbo,rms,0.7578282783755187,0.05584277854994181,0.5109644737719122,0.05491789973495597,0.839046327258031,0.06866255855428931
4,0.5,Tapping_Right,hbo,plv,0.5256594351995428,0.11312141131615301,0.31587015930147305,0.07941615620429729,0.839046327258031,0.06866255855428931
4,0.5,Tapping_Right,hbr,rms,0.004123910270935209,0.004148792868996722,0.00206625341598347,0.002080182168143336,0.05880384717787773,0.036993047411264995
4,0.5,Tapping_Right,hbr,plv,0.10921760825092346,0.0714350061993223,0.06572018929547423,0.04432361647152366,0.05880384717787773,0.036993047411264995
